Description,Category
SP SCARLET VIOLET,Gifts
Metro Imaging Limited,Gifts
FEVER UK,Events
Snappy Snaps,Printing
Eat your Photo,Printing
Argos,Printing
Post Office,Postage and Carriage
Fedex,Postage and Carriage
Pitney Bowes Finance Limited,Postage and Carriage
Royal Mail,Postage and Carriage
UPS,Postage and Carriage
Mailboxes Etc,Postage and Carriage
Central Dispatch Services,Postage and Carriage
Dynamic Freight Shipping,Postage and Carriage
Latest Weybridge,Postage and Carriage
FedEx Express,Postage and Carriage
POSTMARK LONDON,Postage and Carriage
LADBROKE GROVE POST OFF,Postage and Carriage
Air Mail,Postage and Carriage
Credit Line Call Centre,Telephone
E-Tech Zone,Telephone
LS Ismash London,Telephone
Bespoke Telecoms,Telephone
Vodaphone,"Telephone and Fax, 2202 - VAT"
Zoom,"Telephone, 2202 - VAT control"
Robert John Silva,"Telephone, 2202 - VAT control"
JG PEST CONTROL,Office Supplies
Pest control spray,Office Supplies
AMZNMKTPLACE,Office Supplies
FORTNUMANDMASON.COM,Office Supplies
AMAZON.CO.UK,Office Supplies
FUNKY HIRE LIMITED,Office Supplies
CVS/PHARMACY,Office Supplies
BOOTS THE CHEMIST,Office Supplies
L CORNELISSEN & SON LTD,Office Stationery
Formstack LLC,Office Stationery
W H Smith,Office Stationery
Home Retail Group PLC,Office Stationery
1153 Southampton Row,Office Stationery
London Graphic Centre,Office Stationery
Rymans,Office Stationery
Ebay,Office Stationery
Paypal,Office Stationery
Astraza Limited,Office Stationery
FrameStore Ltd,Office Stationery
Labels Online,Office Stationery
Crater Press,Office Stationery
P2K DOT CO,Office Stationery
HAGEN ESPRESSO,Office Stationery
1ST STOP STATIONERS LTD REIGATE,Office Stationery
HP Instant Ink,Office Stationery
HPI INSTANT INK UK,Office Stationery
Smythson,"Office Stationery, 2202 - VAT control"
IKEA ONLINE,"Office Stationery, 2202 - VAT control"
IKEA,"Office Stationery, 2202 - VAT control"
Klaraanic-Kaliger,"Office Stationery, 2202 - VAT control"
Canva,"Office Stationery, 2202 - VAT control"
Peter Jones,"Office Stationery, 2202 - VAT control"
Kindle UK,Books and Research
Waterstone,Books and Research
Mami Wata,Books and Research
The Walt Disney,Books and Research
David's Comics,Books and Research
Sundance Institute,Books and Research
The British Museum,Books and Research
Blackwells,Books and Research
Gallery Anzenberger,Books and Research
Dougal Wilson,Books and Research
MASTERCLASS.COM,Books and Research
Alhambra,Books and Research
Analogue Wonderland,Books and Research
Gallerie Dell'Accademia,Books and Research
Arcana,Books and Research
Soren Solkaer,Books and Research
Barbican Centre,Books and Research
BFI IMAX,Books and Research
MMA Kiosk,Books and Research
RIJKSMUSEUMKASSA,Books and Research
AB*Abebooks,Books and Research
Equal Justice,Books and Research
Prime Video,Books and Research
Tokyo Photographic Art Museum,Books and Research
Mustafa Suleyman,Books and Research
VARDOULAKIS,Books and Research
BookBank Limited,Books and Research
John Sandoe,Books and Research
Tara Cairns,Books and Research
Amazon Prime,Books and Research
New Yorker - Digit New York,Books and Research
APPLE.COM/BILL,Books and Research
Audible UK,Books and Research
CKO*Wob,Books and Research
Daunt Books,Books and Research
Hatchards,Books and Research
Audible,Books and Research
BRITISH FILM INSTITUTE LONDON,Books and Research
THE ECONOMIST The Econo LONDON,Books and Research
Kettles Yard,Books and Research
NEUE NATIONALGALERIE BERLIN,Books and Research
KULTURFORUM BERLIN,Books and Research
LAGARDERE RETAIL,Books and Research
LAGARDERE RETAIL-FIL,Books and Research
HAMBURGER BAHNHOF BERLIN,Books and Research
ALTES MUSEUM BERLIN,Books and Research
"Delaware North, Emirate London",Books and Research
John Sandoe Books London,Books and Research
DAVID CAPPAERT,Books and Research
THE L&R BOOKSHOP THE L&,Books and Research
DELFONT MACKINTOSH,Books and Research
THE FIFTH STEP,Books and Research
Rococo News & Magazines,Books etc. (7505)
The Week Ltd,Books etc. (7505)
Walther Koening Books,Books etc. (7505)
Rococo,Books etc. (7505)
Arlanda T5 Pier B,Books etc. (7505)
HODINKEEMAG,Books
AUTOSPORT,Books
DVC RENTAL,Books
MICROSOFT,Computer/Internet
LastPass Log In,Computer/Internet
Final Draft,Computer/Internet
Entertainment Partners,Computer/Internet
Software 1985,Computer/Internet
Teamviewer,Computer/Internet
Viasat In-Flight Wi-Fi,Computer/Internet
Express VPN,Computer/Internet
paddle.net,Computer/Internet
Name-Cheap,Computer/Internet
R S Traders,Computer/Internet
Google,Computer/Internet
Hands Shibuya - Tokyo,Computer/Internet
A0482 Ents London,Computer/Internet
City Hive,Computer/Internet
Telegraph Media Group,Computer/Internet
SP Botaniques London,Computer/Internet
X7279 Ents London,Computer/Internet
NAS INFLIGHT WIFI,Computer/Internet
SURREY.KEYIVR. B'HAM,Computer/Internet
Macpaw,"Computer/Internet, 2202 - VAT control"
Five Filters,"Computer/Internet, 2202 - VAT control"
C Telekom Inc,"Computer/Internet, 2202 - VAT control"
KeeperSecurity.com,"Computer/Internet, 2202 - VAT control"
Vue Entertainment Ltd,Research
Vue Cinemas,Research
Noel Coward Theatre,Research
Nimax Theatre,Research
Hobgoblin Music,Research
National Theatre Birmingham,Research
National Theatre London,Research
White City House Cinema,Research
Andrew Kidd,Research
Sadlers Wells Limited,Research
The Courtauld Institute of Art,Research
The Cinema,Research
Heywood Hill Ltd,Research
The Harold Pinter Theatre,Research
Prince Edward Theatre,Research
Savoy Theatre,Research
The Bush Theatre,Research
GILLIAN LYNNE THEATRE (LONDON WC2B),Research
Vue Cinemas (Reading),Research
PUCK NEWS,Research
LANDMARK THEATRES SUNS,Research
WEBTICKETS (CAPE TOWN),Research
Godaddy,Research
Active 24 S.R.O. Prague,Internet Charges
ZEN INTERNET LTD,Internet Charges
Dropbox,Computers & Software
IM SOFTWARE LTD,Computers & Software
DROPBOXINTE,Computers & Software
CLEVERBRIDGE,Computers & Software
im software,Computers & Software
Gatwick Parking,Computers & Software
Patreon* MembershipPat (Internet),Computers & Software
ionos,"Computers & Software, 2202 - VAT"
IONOS LTD,"Computers & Software, 2202 - VAT"
Sinorrah IT Solutions,"Computers & Software, 2202 - VAT Liability"
De Pinna LLP,Legal Fees
US CUSTOMS ESTA,Legal Fees
Rose Uniacke Studio Ltd,"Consultancy Fees, 2202 - VAT control"
Companies House,Professional Fees
Green hasson & janks,Professional Fees
GRAMMARLY,Software Subscriptions
TOPAZ LABS SOFTWARE,Software Subscriptions
Sage Global Services,"Software Subscriptions, 2202 - VAT"
Ldn Horticulture Ltd,2SC Repairs and Renewals - 20% BU
Lampwise.com,Repairs and Renewals
CAPITAL SERVICES 3,Repairs and Renewals
Wash Doctors,Cleaning
Hollyway Cleaners,Cleaning
Gorillas London,Courier
GOPHR,Courier
Robert Taussing,2SC Expenses - 20% BU
Associated Security,"2SC Expenses - 20% BU, 3070 - 2SC Expenses"
Shurgard-Self-Storage,Storage
Morris Angel & Son,Storage
MTG -Mortgage,Bank Interest Paid
SWB Mortgages,Bank Interest Paid
Charges,Bank Charges
Bank Charges,Bank Charges
Membership Fee,Bank Charges
Non-Sterling Transaction Fee,Bank Charges
Cardmembership Fee,Bank Charges
Cash Advance Fee,Bank Charges
AFTS,Bank Charges
Commission,Bank Charges
David Coul,Bank Charges
Ziffren Brittenham LLP,"Bank Charges, 2103 - Hooded Unlimited"
BEAUMONT NATHAN ART ADVISORY LIMIT 31 DOVER STREET LONDON W1S 4ND GB,"Bank Charges, 3063 - Antiques and Artwork"
Virgin Money Giving,"Bank Charges, 3067 - Donations - With Gift aid"
The Big Give,"Bank Charges, 8200 - Donations - No gift aid"
Time and tide,"Bank Charges, 9998 - Suspense Account"
HUDSONNEWS,Research Materials
THE DAILY WIRE,Research Materials
Exchange difference,Exchange Rate Variance
Barclays,Exchange Rate Variance
Amex,Exchange Rate Variance
Crowd Strike Inc,Exchange Rate Variance
Frame.io,Exchange Rate Variance
Fat Tuesday,Exchange Rate Variance
ESME Hotel,Exchange Rate Variance
Miami Beach,Exchange Rate Variance
Monte Carlo Bay,Exchange Rate Variance
Ritz Carlton Dubai,Exchange Rate Variance
La Esquina - SoHo,Exchange Rate Variance
Payment: New Love Productions Ltd,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Poppet Productions Limited,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Mate Pictures Ltd,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Cyrano UK Productions,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Transatlantic Productions LLC,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Catherine Birdy Productions Ltd,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Magnificent Productions Ltd,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Apple Studios LLC,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Plastercast Productions LLC,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Amazon Studios LLC,"Exchange Rate Variance, 1100 - Debtors Control Account"
"Payment: Grand Leo Productions, LLC","Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Working Title Films Ltd,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: PRESSURE POINT PRODUCTIONS LIMITED,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Mad Leo UK Productions Ltd,"Exchange Rate Variance, 1100 - Debtors Control Account"
Payment: Ziffren Brittenham LLP,"Exchange Rate Variance, 2100 - Creditors Control Account"
Payment: Fifty One,"Exchange Rate Variance, 2100 - Creditors Control Account"
Payment: United Talent Agency (UTA),"Exchange Rate Variance, 2100 - Creditors Control Account"
Payment: David Kordansky Gallery,"Exchange Rate Variance, 2100 - Creditors Control Account"
Payment: Masterpiece International,"Exchange Rate Variance, 2100 - Creditors Control Account"
Payment: Complete Fiction Pictures,"Exchange Rate Variance, 2100 - Creditors Control Account"
"Payment: PLMJ Advogados, SP, RL","Exchange Rate Variance, 2100 - Creditors Control Account"
HMRC CUMBERNAULD,"Other Interest Charges, 2210 - P.A.Y.E."
DH Pension,Investment Transfer
HEALTH FEET FIRST LIMI LONDON,Admin - Private health
KICKSTARTER.COM,Donations
GOODBOX SALFORD,Donations
ORCHID CANCER APPE LONDON,Donations
JustGiving,Donations
NSPCC,Donations - No gift aid
Médecins Sans Frontières,Donations - No gift aid
Friends of the Earth,Donations - No gift aid
Film Nation UK,Donations - No gift aid
Holocaust Educational Trust,Donations - No gift aid
WWW.PDSA.ORG.UK,Donations - No gift aid
FRDS OF THE EARTH,Donations - No gift aid
Med Sans Frontiere,Donations - No gift aid
Medecins Sans Fron,Donations - No gift aid
GoFundme,Donations - No gift aid
WWW.DEC.ORG.UK,Donations - No gift aid
Givergy,Donations - No gift aid
UNHCR,Donations - No gift aid
240 Project,Donations - No gift aid
Frazzled Cafe,Donations - No gift aid
The Big Issue,Donations - No gift aid
Human Practice Foundation,Donations - No gift aid
Mr & Mrs Smith,Donations - No gift aid
The Q Foundation London,Donations - No gift aid
British Film Institute,Donations - No gift aid
Gosh Charity,Donations - No gift aid
Sunningdale Caddies Benevolent,Donations - No gift aid
Helen Bamber Foundation,Donations - No gift aid
KYTE Surfer tip,Donations - No gift aid
GIVERGY: CHARITY EVENT,Donations - No gift aid
Richter Law,Donations - No gift aid
The Tim Henman Foundation,Donations - No gift aid
Go Fund Me,Donations - No gift aid
NOW TV,Subscriptions
Adobe System,Subscriptions
Thebrowser.com,Subscriptions
MUBI,Subscriptions
THE NEW YORK TIMES,Subscriptions
MBI Subscription,Subscriptions
Spotify,Subscriptions
Bloomberg.com,Subscriptions
Grammarly.com,Subscriptions
Times Newspapers Ltd,Subscriptions
Newspaper Delivery,Subscriptions
Logmein.com,Subscriptions
Controlaccount,Subscriptions
Real Vision,Subscriptions
BAFTA-British Academy of Film and Television Arts,Subscriptions
Times Ne London,Subscriptions
Vimeo,Subscriptions
Wetransfer,Subscriptions
ShotDeck,Subscriptions
IPC Media Ltd,Subscriptions
Amazon Digital,Subscriptions
NCHSOFTWARE.COM,Subscriptions
UKPROXYTV,Subscriptions
The New Yorker,Subscriptions
Master Class,Subscriptions
European Film Academy,Subscriptions
Producer Guild of America,Subscriptions
TV Licence,Subscriptions
IMDB Pro,Subscriptions
Pocket to Kindle,Subscriptions
Academy of Motion Picture Arts & Sciences,Subscriptions
NY Times,Subscriptions
Box UK,Subscriptions
EUROPEAN FILM ACADEMY E. V.,Subscriptions
PPL Sports Programme,Subscriptions
Peacock,Subscriptions
Mews System,Subscriptions
Headspace,Subscriptions
AMPAS,Subscriptions
The Browser.com,Subscriptions
LASTPASS.COM,Subscriptions
TIDAL PREMIUM GLO OSLO,Subscriptions
NEWYORKER - DIGITAL SU NEW,Subscriptions
SPEECHIFY,Subscriptions
KOINLY GREATER,Subscriptions
OTT Criterionchannel,Subscriptions
REDBUBBLE,Subscriptions
KEEPERSECURITY.COM CHICAGO,Subscriptions
MOTIONARRA,Subscriptions
HOLLYHILL,Subscriptions
TELEGRAPHM,Subscriptions
Zoom Video Communications Inc,Subscriptions
TELEGRAPHME,Subscriptions
PATREONMEMBER,Subscriptions
CHELSEA MAG CO LTD,Subscriptions
MOTOR SPORT MAGAZI,Subscriptions
Motor Sport Magazine,Subscriptions
telegraph,Subscriptions
EXPRESSVPN,Subscriptions
EUG04091 CRAWLEY,Subscriptions
CNP* WIRED - DIGITAL,Subscriptions
TELEGRAPH MEDIA,Subscriptions
MICROSOFT 365,Subscriptions
GUARDIAN NEWS & MEDIA,Subscriptions
SKY 1653,Subscriptions
NYTIMES,Subscriptions
APP Renew,Subscriptions
Wall ST -Journal,Subscriptions
Sky Digital,Subscriptions
Financial Times,Subscriptions
Magazines Direct,Subscriptions
Youtube Premium,Subscriptions
Gencraft Seattle,Subscriptions
Prime Video Channels,Subscriptions
GoHenry,Subscriptions
NYTIMES DISC,Subscriptions
Tate,Subscriptions
IMDBPRO,Subscriptions
Audible Ltd,"Subscriptions, 2202 - VAT control"
Box.com (UK) Ltd,"Subscriptions, 2202 - VAT control"
Avangate BV Amsterdam,"Subscriptions, 2202 - VAT control"
Moviesoft,"Subscriptions, 2202 - VAT control"
Funimation Productions,"Subscriptions, 2202 - VAT control"
Elis Brigham,Clothing Costs
Showpeakomotesando Tokyo,Clothing Costs
HAIRDRESSIN,Clothing Costs
SHINER'S SALOON,Clothing Costs
LINDBERGH,Clothing Costs
CHRISTIAN LOUBOUTIN,Clothing Costs
Sons,Clothing Costs
County Clothes,Clothing Costs
ASHWORTH AND BIRD,Clothing Costs
CHRISTIAN LOUBOUTIN LLC,Clothing Costs
Rose Uniacke,"Clothing Costs, 2202 - VAT control"
Miles Yekinni,Training Costs
OLJA MLADJENOVIC,Training Costs
Arthur J. Gallagher Insurance,Insurance
AWP P and C Main AW,Insurance
ADMIRAL MOTO,Insurance
ADRIAN FLUX,Insurance
Apple Retail UK,Insurance
County Insurance,Insurance
Bens Fruit and Veg,"Household Food - 10% BU, 3050 - Drawings"
BEANBERRY COFFEE,Refreshments/Staff welfare
VISION TEAM LTD,Refreshments/Staff welfare
Kutir London,Refreshments/Staff welfare
Benugo,Refreshments/Staff welfare
Hush Brasserie,Refreshments/Staff welfare
Zizzi,Refreshments/Staff welfare
DIBS,Refreshments/Staff welfare
