Description,Category
THE DEWBERRY CHARLESTO  CHARLESTON,Hotels
Chalk Hills Bakery,Subsistence
Payment: Luke Maskell,Creditors Control Account
Payment: Cameron Anderson,Creditors Control Account
Payment: Simon Donohue,Creditors Control Account
Starbucks,Subsistence
Payment: Miles Yekinni,Creditors Control Account
Bank Charges,Bank Charges
HOTELSCOM,Hotels
Reconciliation adjustment,Rounding
SHELL SERVICE,Vehicle Fuel
MCDONALD'S,Subsistence
Payment: Moxy Hotels,Creditors Control Account
LOST & FOUND,Subsistence
Flight Centre,Flights
WAFFLE HOUSE,Subsistence
Payment: Paddle.com Market,Creditors Control Account
Payment: Uber,Creditors Control Account
CHICO FEO,Overseas Entertainment
THE ORDINARY,Overseas Entertainment
Payment: Courtyard By Marriott,Creditors Control Account
Barclays,Exchange Rate Variance
Barclays,Exchange Rate Variance
Barclays,Exchange Rate Variance
Payment: Uber,Creditors Control Account
Barclays,Exchange Rate Variance
THE WRECK,Overseas Entertainment
Payment: Courtyard By Marriott,Creditors Control Account
PILOT BOWMAN,Overseas Travelling
THE DEWBERRY CHARLESTO  CHARLESTON,Hotels
THE DEWBERRY CHARLESTO  CHARLESTON,Hotels
Payment: Zoom Video Communications Inc,Creditors Control Account
PILOT BOWMAN,Overseas Travelling
Flight Centre,Flights
Payment: Uber,Creditors Control Account
Barclays,Exchange Rate Variance
The Ritz-Carlton,Hotels
CHRISTIAN LOUBOUTIN LLC,Clothing Costs
Barclays,Exchange Rate Variance
NORDSTROM,Subsistence
Payment: Uber,Creditors Control Account
Avis,Car Hire & Taxis
Payment: The Ritz-Carlton,Creditors Control Account
Ritz Carlton Dubai,Exchange Rate Variance
The Ritz-Carlton,Hotels
Payment: Uber,Creditors Control Account
Payment: Uber,Creditors Control Account
HPI INSTANT INK UK,Office Stationery
Payment: The Westin Peachtree Plaza,Creditors Control Account
STOREHOUSE,Overseas Entertainment
londonsockco,Directors Loan Accounts (Director 1)
Payment: Adobe Systems Software,Creditors Control Account
7-Eleven,Subsistence
Barclays,Exchange Rate Variance
Swift Hibernian Lounge,Overseas Entertainment
Barclays,Exchange Rate Variance
Barclays,Exchange Rate Variance
Payment: Car Park,Creditors Control Account
Payment: Uber,Creditors Control Account
La Esquina - SoHo,Exchange Rate Variance
Payment: La Esquina - SoHo,Creditors Control Account
Payment: Uber,Creditors Control Account
THE DEAD RABBIT,Overseas Entertainment
Payment: TeamViewer UK Ltd (TV UK),Accounts Receivable
Payment: The Ritz-Carlton,Creditors Control Account
Apple,Subscriptions
Barclays,Exchange Rate Variance
Ritz Carlton Dubai,Exchange Rate Variance
Mercedes-Benz Grand Prix Limited,"Sales Type A, 2202 - VAT"
IONOS LTD,Subscriptions
Payment: Moxy Hotels,Creditors Control Account
Moxy Hotels,Exchange Rate Variance
Wimbledon Village,"Rent, 2202 - VAT"
Dropbox,Subscriptions
British Airways,Overseas Travelling
THESURREYOAKS,Entertainment
Sage Global Services,"Subscriptions, 2202 - VAT"
Payment: Avis,Creditors Control Account
British Airways,Overseas Travelling
Flight Centre,Flights
WWW.GATWICKAIRPORT.COM,Travelling
vodafone,"Telephone and Fax, 2202 - VAT"
Payment: Adobe Systems Software,Creditors Control Account
HUB CONVINIENCE,Overseas Travelling
CERVECERIA CATALANA,Overseas Entertainment
CASA SAGNIER,Hotels
WILLIA* SPANISH RA  GROVE,Sub-Contractors
CIUTAT CONDAL,Subsistence
Payment: Avis,Creditors Control Account
Avis,Exchange Rate Variance
NH COLLECTION BARCELONA,Hotels
NH COLLECTION BARCELONA,Hotels
Bank Transfer from 1200-Verbal Solutions Ltd to Business Amex,Business Amex
Bank Transfer from 1200-Verbal Solutions Ltd to Business Amex,1200-Verbal Solutions Ltd
LEITH HILL SERVICE,Vehicle Fuel
Personal,Directors Loan Accounts (Director 1)
WWW.GATWICKAIRPORT.COM,Travelling
Payment: UBS Business Solutions AG,Accounts Receivable
Payment: Hotels.com,Creditors Control Account
BOOTS THE CHEMIST,Office Supplies
Payment: Sopher & Co,Creditors Control Account
Payment: SMC Detailing,Creditors Control Account
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
THE LINCE SANTA CLARA T VILA DO CONDE,Hotels
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Mercedes-Benz Grand Prix Limited,Accounts Receivable
Payment: Taxi Receipt,Creditors Control Account
"Payment: CrowdStrike, Inc_",Accounts Receivable
FEVER UK,Events
DEBRA HORNIGOLD,Net Wages
USCUSTOMS ESTA,Overseas Travelling
USCUSTOMS ESTA,Overseas Travelling
TELEGRAPH MEDIA,Subscriptions
USCUSTOMS ESTA,Overseas Travelling
Payment: envision racing limited,Accounts Receivable
Nicola Dines,Net Wages
HMRC PAYE/NIC,P.A.Y.E.
Nicola Dines,Travelling
Payment: Williams Grand Prix Engineering Ltd,Accounts Receivable
directors,Directors Loan Accounts (Director 2)
director,Directors Loan Accounts (Director 2)
directors,Directors Loan Accounts (Director 1)
director,Directors Loan Accounts (Director 2)
Sub contractor,Sub-Contractors
Bank Interest,Bank Interest Received
being YE adj 2024,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more"
being YE adj 2024,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more"
being YE adj 2024,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more"
being YE adj 2024,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more"
being YE adj 2024,"Office Equip Depreciation b/f, 8004 - Dep on office equipment and 45 more"
,
,
,
