Description,Category
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Regina,charitable and political Donations: Regina
Apple,Shopping
TFL,Travel - National
Leon,Food / Groceries
"Post, Card 26",Cash ATM Transactions
Soho House (Membership),Entertainment
Wasabi,Food / Groceries
Trainline,Travel - National
JUNIPER Arundel,Food / Groceries
Dnvsaveanimals,Charitable and Political Donations: Dnvsaveanimals
XTRACKERS,Coupon Credits from JB
Amazon Prime,Shopping
Etsy,Shopping
"Post, Card 26",Cash ATM Transactions
Stefanzeljkovi,Charitable and Political Donations: Stefa
Inkifi,Photography
RSPCA,Charitable and Political Donations: RSPCA
Superdrug,Personal care/ Cosmetic
E.F.S,Telephone & Internet
Spotify,Subscriptions
L3Ky22,Charitable and Political Donations: L3Ky2
Help.For.Stray,Charitable and Political Donations: Help.for stray
St Barnabas Hospic,Charitable and Political Donations: St Barnabas Hospic
Soho House (Membership),Entertainment
Cash.Completesave.Co.Uk,Fraudulent activity - Suspense
TFL,Travel - National
Animalweb,Charitable and Political Donations: Animalweb
Lou Jordan Fine Art,Shopping
Change.org,Charitable and Political Donations: Change.org
Animalweb,Charitable and Political Donations: Animalweb
Lorenwoka,Charitable and Political Donations: Lorenwoka
JUNIPER Arundel,Food / Groceries
Lintbells,Animal care / Pet expenses
A&W,Food / Groceries
League Against,Charitable and Political Donations: League Against
Battersea Dogs,Charitable and Political Donations: Battersea Dogs
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Netflix.Com,Subscriptions
Apple,Shopping
JUNIPER Arundel,Food / Groceries
Taxi,Travel - International
"Post, Card 26",Cash ATM Transactions
Tiee Express,Entertainment
Dogstar Foundation,Charitable and Political Donations: Dogstar Donat
Petrovictan,Charitable & Political Donations: Petrovictan
Animalweb,Charitable and Political Donations: Animalweb
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
JUNIPER Arundel,Food / Groceries
Cotswoldraw,Animal care / Pet expenses
HONEYWELL INTERNATIONAL INC,Coupon Credits from JB
Gaskyns,Food / Groceries
Ivahok,Charitable and Political Donations: Ivahok
Shopping,Shopping
Inkifi,Photography
Tiee Express,Entertainment
Amnesty Int Uk,Charitable and Political Donations: Amnesty Int Uk
Restaurants,Entertainment
"Post, Card 26",Cash ATM Transactions
Steve Lewis,Steve Lewis
Pharmacy,Personal care/ Cosmetic
Apple,Shopping
Janaa,Charitable and Political Donations: Janaa
Sune,Entertainment
Dineen Coffee Co,Food / Groceries
A&W,Food / Groceries
SOUTHERN RAILWAY,Travel - National
RSPB,Charitable and Political Donations: RSPB
Hotels,Entertainment
Uk For Unhcr,Charitable and Political Donations: UK for Unhcr
Amazon,Shopping
Butternut Box,Animal care / Pet expenses
Next Directory,Shopping
Outfox The Market,"Light, Power, Heating - UK"
Green Box,Shopping
Next Directory,Shopping
Pallant of Arundel,Food / Groceries
Agemate,Personal care/ Cosmetic
Ifaw.org,Charitable and Political Donations: Ifaw.org
Naturediet,Animal care / Pet expenses
Sam Debuse,Samuel Debuse
Sussex Equine Hospital,Horses
Shopping,Shopping
Uber,Travel - National
Animalweb,Charitable and Political Donations: Animalweb
Hotels,Travel - International
Joro Home,Shopping
Reach out for,Charitable and Political Donations: Reach
EXXON MOBIL CORP,Coupon Credits from JB
Ritz-Carlton Toronto,Entertainment
Pigeon Cafe & Bar,Entertainment
Eli Lilly & Co,Coupon Credits from JB
"Post, Card 26",Cash ATM Transactions
FUENTE JARA S.L.,Property Expenses - Spain
Amazon,Shopping
Commission Fee,Bank Fees
Co-op Cabs,Travel - International
Uber,Travel - National
Tiee Express,Entertainment
Uber,Travel - National
"Post, Card 26",Cash ATM Transactions
Federico Recayte Jara,Property Expenses - Spain
Coffee,Food / Groceries
Uber,Travel - National
All Inclusive Fee,Bank Fees
Christopher M. Cro,Unknown transactions
Amazon,Shopping
Justanswer.Co.Uk,Subscriptions
All Inclusive Fee,Bank Fees
JOHNSON & JOHNSON,Coupon Credits from JB
S&P GLOBAL INC,Coupon Credits from JB
Zoe Mason Art,Art
Etsy,Shopping
Uber,Travel - National
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Minami Restaurant,Entertainment
Animalweb,Charitable and Political Donations: Animalweb
Veterinary Services,Animal care / Pet expenses
Animalweb,Charitable and Political Donations: Animalweb
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
All Inclusive Fee,Bank Fees
Stefanzeljkovi,Charitable and Political Donations: Stefa
MICROSOFT CORP,Coupon Credits from JB
Hotels,Entertainment
APPLIED MATERIALS,Coupon Credits from JB
Duncan Lovett,Unknown transactions
"Post, Card 26",Cash ATM Transactions
Restaurants,Entertainment
Co-op Group,Food / Groceries
ELLIS MONIQUE LOUISE,JB Investment account
Tanchoux Ironmongers,Shopping
Pharmacy,Personal care/ Cosmetic
Lynnm,Charitable and Political Donations: Lynnm
Change.org,Charitable and Political Donations: Change.org
Steve Lewis,Steve Lewis
Hotels,Entertainment
"Miss Karen Fisher, Driving",Motor Vehicle Expenses
"Post, Card 26",Cash ATM Transactions
Tanchoux Ironmongers,Shopping
Amazon,Shopping
Sam Debuse,Samuel Debuse
Shopping,Shopping
Shopping,Shopping
EVA DOWNEY,Eva Downey
Snezana-Ci,Charitable and Political Donations: Snezana-Ci
Animalweb,Charitable and Political Donations: Animalweb
Restaurants,Entertainment
Animalweb,Charitable and Political Donations: Animalweb
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Shopping,Shopping
Groceries,Food / Groceries
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Co-op Group,Food / Groceries
Oscar's Place,Charitable and Political Donations
Parking,Travel - International
The Boathouse Arundel,Entertainment
The Spa Club,Personal care/ Cosmetic
Dogs Trust,Charitable and Political Donations: Dogs Trust
RSPCA,Charitable and Political Donations: RSPCA
Humanesocie,Charitable and Political Donations: Humane Society International - Gift Aidable
Passion Cafe,Entertainment
Scent lounge,Shopping
Int Rescue Committ,Charitable and Political Donations: Rescue
Shopping,Shopping
Animalweb,Charitable and Political Donations: Animalweb
EVA DOWNEY,Eva Downey
Hope VMS Elaine's Dogs,Charitable and Political Donations: Hopeforanadone
CAN JAUME BEACH BAR,Entertainment
interest,Interest Income
Gaskyns,Food / Groceries
SERVICIO Service Stations,Travel - International
Petrovictan,Charitable & Political Donations: Petrovictan
Animals Australia,Charitable and Political Donations: Animals Australia
LEAGUEAGAINS,Charitable and Political Donations: League Against
wwf lottery,Charitable and Political Donations
Boots,Personal care/ Cosmetic
Clic Sgent Dd&So,Charitable and Political Donations: CLIC Sargent Cancer Care
Autos Manel,Travel - International
Four paws UK,Charitable and Political Donations: Four paws UK
ATM - Cash Withdrawals,Cash ATM Transactions
COCA-COLA CO,Coupon Credits from JB
Sp Symprove Uk,Personal care/ Cosmetic
Glow Lab,Personal care/ Cosmetic
Apple,Shopping
Restaurants,Entertainment
Cedipsa,Travel - International
Cala Escondida,Entertainment
BOTIGA CAN POU CALA VADELLA,Photography
Shopping,Shopping
FARMACIA - Spain,Personal care/ Cosmetic
ATM - Cash Withdrawals,Cash ATM Transactions
Groceries,Food / Groceries
Ifaw.org,Charitable and Political Donations: Ifaw.org
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Lynnm,Charitable and Political Donations: Lynnm
Raco Verd,Entertainment
Sky Mobile,Telephone & Internet
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Amazon,Shopping
Caprice Cafe Et Delice,Food / Groceries
Groceries,Food / Groceries
Change.org,Charitable and Political Donations: Change.org
Super Sar 14 San Jose,Food / Groceries
ATM - Cash Withdrawals,Cash ATM Transactions
Dalialovesdogg,Charitable and Political Donations: Dalialovesdog
bank charge,Bank Fees
ESTANCO SANT JOSEP,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
ALPHABET INC,Coupon Credits from JB
ATM - Cash Withdrawals,Cash ATM Transactions
NOTES TORONTO DOMINION BK,Coupon Credits from JB
Animalweb,Charitable and Political Donations: Animalweb
THE MOSAIC CO,Coupon Credits from JB
Wires Wires,Shopping
Glow Lab,Personal care/ Cosmetic
Ibiza Solutions (Plumber),Repairs & Maintenance - Spain
BOTIGA CAN POU CALA VADELLA,Photography
Shopping,Shopping
ATM - Cash Withdrawals,Cash ATM Transactions
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
ATM - Cash Withdrawals,Cash ATM Transactions
Commission Fee,Bank Fees
TFL,Travel - National
Safe Haven For Donkeys,Charitable and Political Donations: Safe Haven For Donkeys - RCN 1083468
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
ATM - Cash Withdrawals,Cash ATM Transactions
Jodie Moore,UK Property / Farm Expenses - LFH Main Home
ELECTRICITY ENDESA ENERGIA,Property Expenses - Spain
Emily Bentley,UK Property / Farm Expenses - LFH Main Home
Neraremzija,Charitable and Political Donations: Neraremzija
Lmansfield,Charitable and Political Donations: Lynnm
Cedipsa,Travel - International
bank charge,Bank Fees
Humane Society International,Charitable and Political Donations: Humane Society International - Gift Aidable
Bank Transfer from Julius Baer EUR 81401 to Sabadell A/C,Sabadell A/C - EUR
Bank Transfer from Julius Baer EUR 81401 to Sabadell A/C,JB - EUR 81401 - Adela
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,JB - GBP 40201 - Adela
Cedipsa,Travel - International
Unknown,Unknown transactions
Super Sar 14 San Jose,Food / Groceries
Pizzico Di Pepe,Entertainment
Super Sar 14 San Jose,Food / Groceries
JONDAL SANTA EULALIAESP,Entertainment
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Apple,Shopping
Wise,Unknown transactions
Jltg Limited,Entertainment
FARMACIA - Spain,Personal care/ Cosmetic
Unity Communications Ltd,Subscriptions
bank charge,Bank Fees
Sandrazecev So,Personal care/ Cosmetic
Amazon,Shopping
Unknown,Unknown transactions
CLINICA EBERY,Personal care/ Cosmetic
Sam Debuse,Samuel Debuse
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Lynnm,Charitable and Political Donations: Lynnm
Lynnm,Charitable and Political Donations: Lynnm
Bank Transfer from Julius Baer GBP 40201 - Adela to Julius Baer EUR 81401 - Adela,JB - EUR 81401 - Adela
Bank Transfer from Julius Baer GBP 40201 - Adela to Julius Baer EUR 81401 - Adela,JB - GBP 40201 - Adela
Restaurants,Entertainment
Bank Transfer from Julius Baer USD 33301 - Adela to JB $ Top card credit 063 - Adela,JB $ TopCard credit 063 - Adela
Bank Transfer from Julius Baer USD 33301 - Adela to JB $ Top card credit 063 - Adela,JB - USD 2120.333.01 - Adela
Tbubanja,Charitable and Political Donations
Apple,Shopping
Shopping,Shopping
Shopping,Shopping
Ivahok,Charitable and Political Donations: Ivahok
Compassion,Charitable and Political Donations: Compassion
Animalweb,Charitable and Political Donations: Animalweb
VANGUARD FUNDS PLC,Coupon Credits from JB
Caprice Cafe Et Delice,Food / Groceries
Help.For.Stray,Charitable and Political Donations: Help.for stray
Water Aid,Charitable and Political Donations: Wateraid
Grub Club Pets,Animal care / Pet expenses
ATM - Cash Withdrawals,Cash ATM Transactions
Steve Lewis,Steve Lewis
Animalweb,Charitable and Political Donations: Animalweb
ATM - Cash Withdrawals,Cash ATM Transactions
Restaurants,Entertainment
Restaurants,Entertainment
RSPCA,Charitable and Political Donations: RSPCA
ISHARES PLC,Coupon Credits from JB
Animalweb,Charitable and Political Donations: Animalweb
UNITEDHEALTH GROUP,Coupon Credits from JB
Bfit Cafeteria,Food / Groceries
Nfu Mutual Ins-Bc,Insurance
Clinica Ebery Fisio,Personal care/ Cosmetic
Myma.Inc,Charitable and Political Donations
ATM - Cash Withdrawals,Cash ATM Transactions
FARMACIA - Spain,Personal care/ Cosmetic
SPRITZERIA BEACH,Entertainment
Apple,Shopping
Apple,Shopping
CME GROUP INC,Coupon Credits from JB
Change.org,Charitable and Political Donations: Change.org
ZITYA CAN ESCANDEL ESP,Entertainment
Rokvicgordana,Rokvicgordana
Raco Verd,Entertainment
Glow Lab,Personal care/ Cosmetic
Neraremzija,Charitable and Political Donations: Neraremzija
bank charge,Bank Fees
Amazon,Shopping
Cactus Ibiza,Travel - International
Vesnagd69,Charitable and Political Donations: Vesna
Nfu Mutual Ins-Bc,Insurance
Seed&Spark,Charitable and Political Donations: Gofund me / Crowd funding Projects
Sandrazecev So,Personal care/ Cosmetic
Scott Wilson,UK Property / Farm Expenses - LFH Main Home
Restaurants,Entertainment
Co-op Group,Food / Groceries
Change.org,Charitable and Political Donations: Change.org
Apple,Shopping
EVA DOWNEY,Eva Downey
Etsy,Shopping
Orangutan,Charitable and Political Donations: Orangutan
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Business insurance policied Sabadell,Insurance
Autos Manel,Travel - International
Bennett Griffin,Legal and Professional Expenses
Cedipsa,Travel - International
car,BMW Car - Motor vehicles
GILEAD SCIENCES INC,Coupon Credits from JB
Restaurants,Entertainment
MEDTRONIC GLOB,Coupon Credits from JB
Aer ibiza Hosteleria,Travel - International
Soi Dog Foundation,Charitable and Political Donations: Soi Dog Foundation
interest,Interest Income
Natura Ibiza Aeropuert,Travel - International
Naturisimo,Personal care/ Cosmetic
"Post, Card 26",Cash ATM Transactions
"Post, Card 26",Cash ATM Transactions
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
interest,Interest Income
Certas Energy,"Light, Power, Heating - UK"
Opticabassol.Com,Personal care/ Cosmetic
Fauna & Flora,Charitable and Political Donations: Fauna & Flora cambridge
Arun D.C.,Arun D.C.
Sightsavers,Charitable and Political Donations: Sightsavers
BROADCOM INC,Coupon Credits from JB
BMW Financial Services,BMW Car - Motor vehicles
NOTES AMERICA,Coupon Credits from JB
Petrovictan,Charitable & Political Donations: Petrovictan
SMC Re Unity,Charitable and Political Donations: SMC Re Unity
BOOKING HOLDINGS INC,Coupon Credits from JB
Co-op Group,Food / Groceries
Neraremzija,Charitable and Political Donations: Neraremzija
Eia UK,Charitable and Political Donations: Eia UK
Barclays Mortgages,Mortgages Barclays
Goshcc,Charitable and Political Donations: Goshcc
meta,Coupon Credits from JB
World Animal Protection,Charitable and Political Donations: World Animal Prote
Dogs Trust,Charitable and Political Donations: Dogs Trust
UNION PACIFIC CORP,Coupon Credits from JB
Donkey Sanctuary,Charitable and Political Donations: Donkey Sanctuary
Fka Brands,UK Property / Farm Expenses - LFH Main Home
Sky Digital,Subscriptions
Amazon Prime,Subscriptions
Greenpeace Limited,Charitable and Political Donations: Greenpeace Ltd
Stefanzeljkovi,Charitable and Political Donations: Stefa
JUSTYNA DIENNET - Loan to friends,Loan to Friends
The Brooke Hospital,Charitable and Political Donations: The Brooke Hospital
Groceries,Food / Groceries
"Post, Card 26",Cash ATM Transactions
"Post, Card 26",Cash ATM Transactions
Shelter Nat camp,Charitable and Political Donations: Shelter Nat camp
Trainline,Travel - National
*Madalinabaronc,Unknown transactions
Commission Fee,Bank Fees
FEDEX CORP,Coupon Credits from JB
Federico Recayte Jara,Property Expenses - Spain
Orangutan,Charitable and Political Donations: Orangutan
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Barking Heads,Animal care / Pet expenses
Airlines,Travel - International
Amazon,Shopping
Daylewis Forest Hill,Personal care/ Cosmetic
itsu,Food / Groceries
Soho House (Membership),Entertainment
Lintbells,Animal care / Pet expenses
Sam Debuse,Samuel Debuse
antonimaes,Unknown transactions
American express,Bank Fees
Airlines,Travel - International
PDSA,Charitable and Political Donations: Pdsa Telford
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
Co-op Group,Food / Groceries
Shopping,Shopping
Zoe Mason Art,Art
NIKE INC,Coupon Credits from JB
DELL INTNTL/EMC,Coupon Credits from JB
Friends Earth Trust,Charitable and Political Donations: Friends Earth Trus
TFL,Travel - National
"Post, Card 26",Cash ATM Transactions
Petwell.Co.Uk,Animal care / Pet expenses
Zlakrvopijica,Charitable and Political Donations: Zlakrvopijica
Animalweb,Charitable and Political Donations: Animalweb
Lmansfield,Charitable and Political Donations: Lynnm
Change.org,Charitable and Political Donations: Change.org
Temu.Com,Shopping
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,JB - GBP 40201 - Adela
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Dnvsaveanimals,Charitable and Political Donations: Dnvsaveanimals
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
Phoenix Aviation,Entertainment
RSPCA,Charitable and Political Donations: RSPCA
Temu.Com,Shopping
Temu.Com,Shopping
Temu.Com,Shopping
Petrovictan,Charitable & Political Donations: Petrovictan
Temu.Com,Shopping
Change.org,Charitable and Political Donations: Change.org
Deliveroo,Food / Groceries
Temu.Com,Shopping
"Post, Card 26",Cash ATM Transactions
Deliveroo,Food / Groceries
Fetcher Dog,Charitable and Political Donations: Fetcher Dog
Lintbells,Animal care / Pet expenses
Animalweb,Charitable and Political Donations: Animalweb
NVIDIA CORP,Coupon Credits from JB
TFL,Travel - National
TFL,Travel - National
Trainline,Travel - National
Gaskyns,Food / Groceries
"Post, Card 26",Cash ATM Transactions
L3Ky22,Charitable and Political Donations: L3Ky2
Pallant of Arundel,Food / Groceries
bank charge,Bank Fees
Unknown,Telephone & Internet
"Post, Card 26",Cash ATM Transactions
Lorenwoka,Charitable and Political Donations: Lorenwoka
Spark Etail Limited,Shopping
The Spa Club,Personal care/ Cosmetic
Personal Care/Cosmetics,Personal care/ Cosmetic
Animalweb,Charitable and Political Donations: Animalweb
Wise,Unknown transactions
Amazon,Shopping
Animalweb,Charitable and Political Donations: Animalweb
Amazon,Shopping
Pret a Manger,Food / Groceries
Janaa,Charitable and Political Donations: Janaa
Apple,Shopping
Tk Maxx,Shopping
Apple,Shopping
Fmb construction,Fmb Construction
JUNIPER Arundel,Food / Groceries
Steve Lewis,Steve Lewis
RSPCA,Charitable and Political Donations: RSPCA
Petwell.Co.Uk,Animal care / Pet expenses
Shopping,Shopping
The Boathouse Arundel,Entertainment
Netflix.Com,Subscriptions
JUNIPER Arundel,Food / Groceries
Feel Card,Unknown transactions
Personal Care/Cosmetics,Personal care/ Cosmetic
Unknown,Cash ATM Transactions
"Post, Card 26",Cash ATM Transactions
Spotify,Subscriptions
Soho House (Membership),Entertainment
Ivahok,Charitable and Political Donations: Ivahok
Amazon,Shopping
Barking Heads,Animal care / Pet expenses
Unknown,Bank Fees
Amazon Prime,Shopping
Groceries,Food / Groceries
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Cotswoldraw,Animal care / Pet expenses
Sandrazecev So,Personal care/ Cosmetic
DORAGOMIKADO,Charitable and Political Donations: Doragomikado
"Post, Card 26",Cash ATM Transactions
Waitrose,Food / Groceries
Cash.Completesave.Co.Uk,Fraudulent activity - Suspense
E.F.S,Telephone & Internet
Lynnm,Charitable and Political Donations: Lynnm
JUNIPER Arundel,Food / Groceries
Oneskin Tech,Personal care/ Cosmetic
Natures Menu Limited,Animal care / Pet expenses
Battersea Dogs,Charitable and Political Donations: Battersea Dogs
Wise,Unknown transactions
Amnesty Int Uk,Charitable and Political Donations: Amnesty Int Uk
Shopping,Shopping
"Post, Card 26",Cash ATM Transactions
Insurance,Insurance
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
"Post, Card 26",Cash ATM Transactions
MERCK & CO INC,Coupon Credits from JB
Yourpetnutrition,Animal care / Pet expenses
Veterinary Services,Animal care / Pet expenses
Co-op Group,Food / Groceries
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
Westpoint Group Tr,Shopping
Naturediet,Animal care / Pet expenses
Vesnagd69,Charitable and Political Donations: Vesna
Kiki,Charitable and Political Donations
Trainline,Travel - National
Etsy,Shopping
TFL,Travel - National
Pharmacy,Personal care/ Cosmetic
Neraremzija,Charitable and Political Donations: Neraremzija
Restaurants,Entertainment
Petrovictan,Charitable & Political Donations: Petrovictan
"Post, Card 26",Cash ATM Transactions
Animalweb,Charitable and Political Donations: Animalweb
Petrovictan,Charitable & Political Donations: Petrovictan
Etsy,Shopping
Tarrant Street Clinic,Personal care/ Cosmetic
Wasabi,Food / Groceries
Shopping,Shopping
Kiki,Entertainment
"Post, Card 26",Cash ATM Transactions
Change.org,Charitable and Political Donations: Change.org
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Wok To Walk,Food / Groceries
Regina,charitable and political Donations: Regina
JUNIPER Arundel,Food / Groceries
Sp Symprove Uk,Personal care/ Cosmetic
DORAGOMIKADO,Charitable and Political Donations: Doragomikado
Lou Jordan Fine Art,Shopping
Outfox The Market,"Light, Power, Heating - UK"
Sandrazecev So,Personal care/ Cosmetic
FUENTE JARA S.L.,Property Expenses - Spain
Etsy,Shopping
Janaa,Charitable and Political Donations: Janaa
Uk For Unhcr,Charitable and Political Donations: UK for Unhcr
Veterinary Services,Animal care / Pet expenses
Vesnagd69,Charitable and Political Donations: Vesna
Ivahok,Charitable and Political Donations: Ivahok
TFL,Travel - National
Restaurants,Entertainment
Lintbellsinc/Yum,Animal care / Pet expenses
JUNIPER Arundel,Food / Groceries
Joro Home,Shopping
Sightsavers,Charitable and Political Donations: Sightsavers
Neraremzija,Charitable and Political Donations: Neraremzija
1A Acclaim Carpet Clea,Cleaning
Animalweb,Charitable and Political Donations: Animalweb
Trainline,Travel - National
Aleksandrap,Charitable and Political Donations: Alex
Janaa,Charitable and Political Donations: Janaa
Ivahok,Charitable and Political Donations: Ivahok
Leon,Food / Groceries
DORAGOMIKADO,Charitable and Political Donations: Doragomikado
TFL,Travel - National
Moda Operandi,Shopping
Animalweb,Charitable and Political Donations: Animalweb
Snezana-Ci,Charitable and Political Donations: Snezana-Ci
ALTRIA GROUP INC,Coupon Credits from JB
Superdrug,Personal care/ Cosmetic
Petrovictan,Charitable & Political Donations: Petrovictan
PREMIUM SELECTION,Coupon Credits from JB
Peta Donations,Charitable and Political Donations: Peta Donations
Sandrazecev So,Personal care/ Cosmetic
Leon,Food / Groceries
Zoe Mason Art,Art
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Amazon,Shopping
TFL,Travel - National
Animalweb,Charitable and Political Donations: Animalweb
Etsy,Shopping
Animals Australia,Charitable and Political Donations: Animals Australia
Groceries,Food / Groceries
The Boathouse Arundel,Entertainment
Veterinary Services,Animal care / Pet expenses
wwf lottery,Charitable and Political Donations
Steve Lewis,Steve Lewis
Personal Care/Cosmetics,Personal care/ Cosmetic
Petrovictan,Charitable & Political Donations: Petrovictan
Amazon,Shopping
Mobile And Vape,Shopping
Amazon,Shopping
Shopping,Shopping
Pallant of Arundel,Food / Groceries
JUNIPER Arundel,Food / Groceries
Personal Care/Cosmetics,Personal care/ Cosmetic
Unknown,Charitable and Political Donations: UK for Unhcr
Morrisons,Food / Groceries
Change.org,Charitable and Political Donations: Change.org
Justanswer.Co.Uk,Subscriptions
Eva Grindley,UK Property / Farm Expenses - LFH Main Home
interest,Interest Income
"Post, Card 26",Cash ATM Transactions
Helenamanchip,Unknown transactions
Int Rescue Committ,Charitable and Political Donations: Rescue
Wyldwoman,Charitable and Political Donations: Wyldwoman (Not UK registered)
Veterinary Services,Animal care / Pet expenses
Cotswold RAW,Animal care / Pet expenses
"Post, Card 26",Cash ATM Transactions
LEAGUEAGAINS,Charitable and Political Donations: League Against
Viovet,Animal care / Pet expenses
Butternut Box,Animal care / Pet expenses
Harridenacc,Unknown transactions
Four paws UK,Charitable and Political Donations: Four paws UK
RSPCA,Charitable and Political Donations: RSPCA
Clic Sgent Dd&So,Charitable and Political Donations: CLIC Sargent Cancer Care
Unknown,Bank Fees
Petrovictan,Charitable & Political Donations: Petrovictan
Trainline,Travel - National
Shopping,Shopping
Wise,Unknown transactions
Mapit lot S.L.,Travel - International
Pallant of Arundel,Food / Groceries
ALGEBRIS UCITS FUNDS PLC,Coupon Credits from JB
Ifaw.org,Charitable and Political Donations: Ifaw.org
Tbubanja,Charitable and Political Donations
Pallant of Arundel,Food / Groceries
Stefanzeljkovi,Charitable and Political Donations: Stefa
Groceries,Food / Groceries
Sky Mobile,Telephone & Internet
Restaurants,Entertainment
Dogs Trust,Charitable and Political Donations: Dogs Trust
Help.For.Stray,Charitable and Political Donations: Help.for stray
Aleksandrap,Charitable and Political Donations: Alex
PROLOGIS LP,Coupon Credits from JB
Vesnagd69,Charitable and Political Donations: Vesna
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Leon,Food / Groceries
Amazon,Shopping
TFL,Travel - National
Dr Martens,Shopping
French Caf Bistrot,Food / Groceries
Groceries,Food / Groceries
Petwell.Co.Uk,Animal care / Pet expenses
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Shopping,Shopping
Muckmuncher,UK Property / Farm Expenses - LFH Main Home
Animalweb,Charitable and Political Donations: Animalweb
Shopping,Shopping
Lower Farm House,UK Property / Farm Expenses - LFH Main Home
TFL,Travel - National
Deliveroo,Food / Groceries
Apple,Shopping
Tesco Stores,Food / Groceries
Pallant of Arundel,Food / Groceries
TFL,Travel - National
Wyldwoman,Charitable and Political Donations: Wyldwoman (Not UK registered)
TFL,Travel - National
Unknown,Personal care/ Cosmetic
Groceries,Food / Groceries
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
antonimaes,Unknown transactions
Dhl Express,"Postage, Freight & Courier"
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Shopping,Shopping
The Boathouse Arundel,Entertainment
bank charge,Bank Fees
Maturity Fixed term loan,Lombard Loan - JB 81406 EUR
Trainline,Travel - National
Veterinary Services,Animal care / Pet expenses
Groceries,Food / Groceries
Alrmlawymhmd - Charity (not UK registered),Charitable & Political Donations: Alrmlawymhmd
Personal Care/Cosmetics,Personal care/ Cosmetic
INTUIT INC,Coupon Credits from JB
Shopping,Shopping
Petrovictan,Charitable & Political Donations: Petrovictan
Medaforpaws,Charitable and Political Donations: Medaforpaws
JUNIPER Arundel,Food / Groceries
"Post, Card 26",Cash ATM Transactions
Tarrant Street Clinic,Personal care/ Cosmetic
Humane Society International,Charitable and Political Donations
"Post, Card 26",Cash ATM Transactions
Omaze - Not Gift Aid Registered,Charitable and Political Donations: OMAZE - Not Gift Aidable
NVIDIA CORP,Investments
Morrisons,Food / Groceries
mostafa.majd,Charitable and Political Donations
Pallant of Arundel,Food / Groceries
Eli Lilly & Co,JB Investment account
NOTES AMERICA,JB Investment account
Animalweb,Charitable and Political Donations: Animalweb
MICROSOFT CORP,JB Investment account
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,Virgin Money - GBP - Joint R&A
Bank Transfer from Julius Baer GBP 40201 - Adela to Virgin Money - Joint - R&A,JB - GBP 40201 - Adela
NOTES AMERICA,JB Investment account
JUNIPER Arundel,Food / Groceries
Steve Lewis,Steve Lewis
savic,Charitable and Political Donations: Savic
savic,Charitable and Political Donations: Savic
Eli Lilly & Co,JB Investment account
"Post, Card 26",Cash ATM Transactions
The Spa Club,Personal care/ Cosmetic
Sussex Equine Hospital,Horses
Safe Haven For Donkeys,Charitable and Political Donations: Safe haven
mostafa.majd,Charitable and Political Donations
"Post, Card 26",Cash ATM Transactions
Pallant of Arundel,Food / Groceries
Co-op Group,Food / Groceries
MICROSOFT CORP,Investments
