Description,Category
Payment - Barclays - cash taken (Ref: 3945),Cash withdrawal
Invoice paid - Solicitor consultation (Ref: 3945),Legal
Online transfer - CT600 Tax return (Processed),Corp Tax
Transaction: Rent for office - 45 High Street,Rent
Direct debit - Bank fee - Barclays,Bank Charges
Transaction: VAT filing service by Accountant Ltd - Confirmed,Accountancy
Auto debit - Bookkeeping invoice - Q2 - Confirmed,Accountancy
Invoice paid - HMRC Corp Tax payment Q1 (Ref: 3945),Corp Tax
Overdraft interest - HSBC - Thank you,Bank Charges
Online transfer - Vodafone - SIM only bill,Telephone
Direct debit - Corporation Tax - HMRC submission - Confirmed,Corp Tax
Payment - EE Ltd - Fibre broadband,Telephone
Payment - Rent for office - 45 High Street (Processed),Rent
Online transfer - TalkTalk - Landline charges (Ref: 3945),Telephone
Transaction: Business premises rental,Rent
Direct debit - HSBC ATM withdrawal fee - Confirmed,Cash withdrawal
Corporation Tax - HMRC submission - Confirmed,Corp Tax
Auto debit - Monthly lease to Workspace Ltd - Thank you,Rent
Direct debit - Quarterly management fee,Management Service Charge
Direct debit - Bookkeeping invoice - Q2 (Auto Pay),Accountancy
Transaction: Company formation - LegalZoom (Auto Pay),Legal
Invoice paid - Retainer fee - Law firm - Confirmed,Legal
Payment - Aviva - Commercial policy - Confirmed,Insurance
Ebuyer - replacement keyboard (Auto Pay),Computer Consumables
Invoice paid - PC World - Monitor stand (Processed),Computer Consumables
Online transfer - Yearly payment to Zurich (Processed),Insurance
Payment - Yearly payment to Zurich (Auto Pay),Insurance
Transaction: Yearly payment to Zurich (Ref: 3945),Insurance
Auto debit - Barclays - cash taken - Thank you,Cash withdrawal
Transaction: TalkTalk - Landline charges - Confirmed,Telephone
Transaction: Building service charges (Ref: 3945),Management Service Charge
Transaction: Yearly payment to Zurich,Insurance
Transaction: Corporation Tax - HMRC submission (Ref: 3945),Corp Tax
Transaction: Printer ink - Staples - Confirmed,Computer Consumables
Auto debit - CT600 Tax return,Corp Tax
Auto debit - Business insurance - AXA (Ref: 3945),Insurance
Transaction: Property maintenance service charge (Auto Pay),Management Service Charge
Company formation - LegalZoom - Thank you,Legal
Online transfer - Gas bill - British Gas,Light and Heat
Transaction: Retainer fee - Law firm (Ref: 3945),Legal
Auto debit - O2 Business - Mobile plan (Processed),Telephone
Auto debit - PC World - Monitor stand,Computer Consumables
Cash machine - £100 withdrawal,Cash withdrawal
Payment - Smith & Co - Tax services,Accountancy
Business insurance - AXA (Processed),Insurance
Invoice paid - Yearly payment to Zurich (Ref: 3945),Insurance
Direct debit - Bank fee - Barclays - Confirmed,Bank Charges
Invoice paid - HMRC Corp Tax payment Q1 - Confirmed,Corp Tax
Invoice paid - Bookkeeping invoice - Q2,Accountancy
Auto debit - Bookkeeping invoice - Q2 - Confirmed,Accountancy
Direct debit - USB drives from Amazon,Computer Consumables
Direct debit - ATM cash withdrawal,Cash withdrawal
Electricity top-up - E.ON - Thank you,Light and Heat
Online transfer - Overdraft interest - HSBC (Processed),Bank Charges
Direct debit - Yearly payment to Zurich - Confirmed,Insurance
Auto debit - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Transaction: Account audit fee,Accountancy
Invoice paid - Bookkeeping invoice - Q2 (Auto Pay),Accountancy
Landlord rent transfer - Confirmed,Rent
Auto debit - Quarterly management fee - Confirmed,Management Service Charge
Invoice paid - Monthly service fee - Lloyds (Processed),Bank Charges
Direct debit - NatWest transaction charge,Bank Charges
Direct debit - Quarterly management fee - Confirmed,Management Service Charge
Auto debit - HMRC Corp Tax payment Q1 (Auto Pay),Corp Tax
Transaction: Electricity top-up - E.ON (Ref: 3945),Light and Heat
Direct debit - Overdraft interest - HSBC - Confirmed,Bank Charges
Invoice paid - Solicitor consultation,Legal
Direct debit - NatWest transaction charge,Bank Charges
Auto debit - Vodafone - SIM only bill,Telephone
Online transfer - Rent for office - 45 High Street,Rent
Direct debit - Building service charges - Thank you,Management Service Charge
Auto debit - Printer ink - Staples,Computer Consumables
Transaction: Bookkeeping invoice - Q2 - Confirmed,Accountancy
Service invoice - JLL,Management Service Charge
Online transfer - Ebuyer - replacement keyboard (Processed),Computer Consumables
Online transfer - Business insurance - AXA,Insurance
Payment - Account audit fee,Accountancy
Auto debit - CT600 Tax return (Auto Pay),Corp Tax
Auto debit - Octopus Energy - Utility Bill - Confirmed,Light and Heat
Aviva - Commercial policy - Confirmed,Insurance
Payment - Aviva - Commercial policy - Thank you,Insurance
Transaction: Rent for office - 45 High Street,Rent
Electricity top-up - E.ON - Thank you,Light and Heat
Auto debit - USB drives from Amazon (Ref: 3945),Computer Consumables
Payment - Account audit fee,Accountancy
Transaction: Monthly lease to Workspace Ltd - Confirmed,Rent
Transaction: O2 Business - Mobile plan - Confirmed,Telephone
Online transfer - Gas bill - British Gas (Auto Pay),Light and Heat
Transaction: CT600 Tax return (Auto Pay),Corp Tax
Transaction: Vodafone - SIM only bill,Telephone
Payment - Electricity top-up - E.ON (Processed),Light and Heat
Auto debit - Bank fee - Barclays - Confirmed,Bank Charges
Online transfer - ATM cash withdrawal (Processed),Cash withdrawal
Transaction: Corporation Tax - HMRC submission,Corp Tax
Legal advice - Johnson LLP (Processed),Legal
Online transfer - EDF Energy - Monthly electricity,Light and Heat
Transaction: Bookkeeping invoice - Q2 - Thank you,Accountancy
Auto debit - ATM cash withdrawal (Auto Pay),Cash withdrawal
Payment - Solicitor consultation,Legal
Quarterly tax instalment to HMRC,Corp Tax
Yearly payment to Zurich,Insurance
Payment - Aviva - Commercial policy (Ref: 3945),Insurance
Direct debit - Building service charges (Processed),Management Service Charge
Invoice paid - ATM cash withdrawal - Confirmed,Cash withdrawal
Transaction: Business insurance - AXA (Ref: 3945),Insurance
Online transfer - Electricity top-up - E.ON - Thank you,Light and Heat
Direct debit - EDF Energy - Monthly electricity - Thank you,Light and Heat
Online transfer - Barclays - cash taken (Ref: 3945),Cash withdrawal
Payment - Overdraft interest - HSBC (Ref: 3945),Bank Charges
Transaction: PC World - Monitor stand (Ref: 3945),Computer Consumables
Transaction: Cash machine - £100 withdrawal (Processed),Cash withdrawal
Quarterly management fee,Management Service Charge
HMRC Corp Tax payment Q1 (Processed),Corp Tax
Gas bill - British Gas,Light and Heat
USB drives from Amazon (Ref: 3945),Computer Consumables
Direct debit - Vodafone - SIM only bill (Processed),Telephone
Direct debit - ATM cash withdrawal (Auto Pay),Cash withdrawal
Payment - Corporation Tax - HMRC submission - Thank you,Corp Tax
CT600 Tax return,Corp Tax
Transaction: HMRC Corp Tax payment Q1,Corp Tax
Payment - Overdraft interest - HSBC (Auto Pay),Bank Charges
Transaction: Service invoice - JLL - Thank you,Management Service Charge
Transaction: Yearly payment to Zurich (Processed),Insurance
Auto debit - Business insurance - AXA - Thank you,Insurance
Auto debit - Property maintenance service charge (Auto Pay),Management Service Charge
Octopus Energy - Utility Bill,Light and Heat
Account audit fee - Thank you,Accountancy
Auto debit - Yearly payment to Zurich (Processed),Insurance
Transaction: Monthly service fee - Lloyds (Ref: 3945),Bank Charges
Transaction: Cash machine - £100 withdrawal (Processed),Cash withdrawal
Online transfer - Insurance premium - Direct Line (Processed),Insurance
Retainer fee - Law firm,Legal
Invoice paid - Overdraft interest - HSBC (Processed),Bank Charges
Invoice paid - EE Ltd - Fibre broadband - Confirmed,Telephone
Business premises rental (Ref: 3945),Rent
Transaction: ATM cash withdrawal - Thank you,Cash withdrawal
Barclays - cash taken (Ref: 3945),Cash withdrawal
Online transfer - EE Ltd - Fibre broadband - Thank you,Telephone
Ebuyer - replacement keyboard (Ref: 3945),Computer Consumables
Company formation - LegalZoom,Legal
Direct debit - Yearly payment to Zurich (Auto Pay),Insurance
Direct debit - Ebuyer - replacement keyboard,Computer Consumables
Invoice paid - Smith & Co - Tax services (Ref: 3945),Accountancy
Online transfer - Corporation Tax - HMRC submission (Processed),Corp Tax
Auto debit - Business premises rental,Rent
Online transfer - Retainer fee - Law firm (Auto Pay),Legal
Transaction: HSBC ATM withdrawal fee - Confirmed,Cash withdrawal
Auto debit - Retainer fee - Law firm - Thank you,Legal
Direct debit - Service invoice - JLL - Thank you,Management Service Charge
Online transfer - CT600 Tax return (Ref: 3945),Corp Tax
Direct debit - Insurance premium - Direct Line - Confirmed,Insurance
Direct debit - Building service charges (Ref: 3945),Management Service Charge
Auto debit - Legal advice - Johnson LLP (Ref: 3945),Legal
Payment - O2 Business - Mobile plan - Confirmed,Telephone
Direct debit - HSBC ATM withdrawal fee - Thank you,Cash withdrawal
VAT filing service by Accountant Ltd - Confirmed,Accountancy
Payment - Business insurance - AXA - Thank you,Insurance
Payment - Property maintenance service charge (Processed),Management Service Charge
Transaction: Smith & Co - Tax services (Processed),Accountancy
Transaction: Legal advice - Johnson LLP (Processed),Legal
Transaction: Insurance premium - Direct Line - Thank you,Insurance
Auto debit - Landlord rent transfer,Rent
Business premises rental (Auto Pay),Rent
Payment - Service invoice - JLL - Confirmed,Management Service Charge
Transaction: Account audit fee (Ref: 3945),Accountancy
Direct debit - Yearly payment to Zurich,Insurance
Auto debit - Retainer fee - Law firm (Auto Pay),Legal
Invoice paid - Bookkeeping invoice - Q2 - Thank you,Accountancy
Online transfer - Building service charges - Confirmed,Management Service Charge
Monthly lease to Workspace Ltd - Confirmed,Rent
Direct debit - Smith & Co - Tax services - Thank you,Accountancy
Vodafone - SIM only bill (Processed),Telephone
Invoice paid - Octopus Energy - Utility Bill (Auto Pay),Light and Heat
Service invoice - JLL - Confirmed,Management Service Charge
Payment - Octopus Energy - Utility Bill - Confirmed,Light and Heat
Auto debit - Company formation - LegalZoom,Legal
Transaction: EDF Energy - Monthly electricity,Light and Heat
Auto debit - Cash machine - £100 withdrawal,Cash withdrawal
Insurance premium - Direct Line (Processed),Insurance
TalkTalk - Landline charges,Telephone
Transaction: HSBC ATM withdrawal fee,Cash withdrawal
Payment - Quarterly management fee (Auto Pay),Management Service Charge
Online transfer - EE Ltd - Fibre broadband,Telephone
Ebuyer - replacement keyboard,Computer Consumables
Direct debit - Barclays - cash taken,Cash withdrawal
Transaction: Barclays - cash taken (Ref: 3945),Cash withdrawal
Direct debit - Account audit fee,Accountancy
Direct debit - Bookkeeping invoice - Q2 (Auto Pay),Accountancy
Insurance premium - Direct Line,Insurance
Payment - Business insurance - AXA (Ref: 3945),Insurance
Transaction: Account audit fee,Accountancy
Auto debit - HMRC Corp Tax payment Q1,Corp Tax
Transaction: Electricity top-up - E.ON (Processed),Light and Heat
Payment - VAT filing service by Accountant Ltd,Accountancy
Auto debit - Retainer fee - Law firm (Processed),Legal
Transaction: Electricity top-up - E.ON - Confirmed,Light and Heat
Transaction: Yearly payment to Zurich - Thank you,Insurance
Direct debit - Rent for office - 45 High Street,Rent
Online transfer - Insurance premium - Direct Line - Confirmed,Insurance
Transaction: CT600 Tax return - Confirmed,Corp Tax
Payment - Cash machine - £100 withdrawal,Cash withdrawal
Auto debit - Building service charges,Management Service Charge
Auto debit - O2 Business - Mobile plan (Processed),Telephone
Auto debit - Aviva - Commercial policy,Insurance
Invoice paid - Property maintenance service charge (Auto Pay),Management Service Charge
Auto debit - Bank fee - Barclays (Ref: 3945),Bank Charges
Payment - Rent for office - 45 High Street - Confirmed,Rent
Payment - O2 Business - Mobile plan - Thank you,Telephone
Auto debit - Electricity top-up - E.ON (Ref: 3945),Light and Heat
Online transfer - Vodafone - SIM only bill - Confirmed,Telephone
Auto debit - Bank fee - Barclays,Bank Charges
Payment - Monthly lease to Workspace Ltd (Auto Pay),Rent
Transaction: Company formation - LegalZoom,Legal
Transaction: Company formation - LegalZoom - Confirmed,Legal
Auto debit - Monthly lease to Workspace Ltd,Rent
Direct debit - EE Ltd - Fibre broadband (Ref: 3945),Telephone
Online transfer - Solicitor consultation (Processed),Legal
Monthly lease to Workspace Ltd - Confirmed,Rent
Payment - Building service charges (Auto Pay),Management Service Charge
Transaction: Quarterly tax instalment to HMRC (Auto Pay),Corp Tax
Payment - Bank fee - Barclays - Confirmed,Bank Charges
Auto debit - Ebuyer - replacement keyboard - Thank you,Computer Consumables
Transaction: Property maintenance service charge (Processed),Management Service Charge
Landlord rent transfer - Thank you,Rent
Auto debit - Quarterly tax instalment to HMRC - Thank you,Corp Tax
Direct debit - EE Ltd - Fibre broadband,Telephone
Payment - Rent for office - 45 High Street (Processed),Rent
Invoice paid - Bank fee - Barclays (Processed),Bank Charges
Direct debit - Service invoice - JLL - Thank you,Management Service Charge
Payment - Gas bill - British Gas (Auto Pay),Light and Heat
O2 Business - Mobile plan (Ref: 3945),Telephone
PC World - Monitor stand (Auto Pay),Computer Consumables
Direct debit - Monthly service fee - Lloyds,Bank Charges
Transaction: USB drives from Amazon,Computer Consumables
Invoice paid - VAT filing service by Accountant Ltd,Accountancy
Direct debit - Service invoice - JLL (Ref: 3945),Management Service Charge
Direct debit - Octopus Energy - Utility Bill (Ref: 3945),Light and Heat
Online transfer - Landlord rent transfer (Ref: 3945),Rent
Online transfer - HMRC Corp Tax payment Q1 (Ref: 3945),Corp Tax
Invoice paid - Solicitor consultation - Thank you,Legal
Quarterly management fee - Thank you,Management Service Charge
Transaction: Electricity top-up - E.ON (Auto Pay),Light and Heat
Solicitor consultation (Ref: 3945),Legal
Invoice paid - Landlord rent transfer (Ref: 3945),Rent
Invoice paid - USB drives from Amazon - Confirmed,Computer Consumables
Online transfer - NatWest transaction charge (Auto Pay),Bank Charges
Auto debit - NatWest transaction charge,Bank Charges
Transaction: Business insurance - AXA,Insurance
Online transfer - NatWest transaction charge (Processed),Bank Charges
Cash machine - £100 withdrawal,Cash withdrawal
Payment - EE Ltd - Fibre broadband - Thank you,Telephone
Solicitor consultation (Auto Pay),Legal
Octopus Energy - Utility Bill (Ref: 3945),Light and Heat
Auto debit - Quarterly management fee (Ref: 3945),Management Service Charge
Direct debit - Corporation Tax - HMRC submission (Processed),Corp Tax
Invoice paid - Ebuyer - replacement keyboard,Computer Consumables
Auto debit - Quarterly management fee (Processed),Management Service Charge
Auto debit - Monthly service fee - Lloyds (Ref: 3945),Bank Charges
Service invoice - JLL,Management Service Charge
Auto debit - ATM cash withdrawal (Processed),Cash withdrawal
Transaction: TalkTalk - Landline charges (Processed),Telephone
Payment - NatWest transaction charge,Bank Charges
Payment - Aviva - Commercial policy (Processed),Insurance
Payment - Retainer fee - Law firm (Processed),Legal
Auto debit - Retainer fee - Law firm - Thank you,Legal
Payment - TalkTalk - Landline charges (Processed),Telephone
Auto debit - Rent for office - 45 High Street (Auto Pay),Rent
Payment - EDF Energy - Monthly electricity,Light and Heat
Online transfer - VAT filing service by Accountant Ltd (Processed),Accountancy
Yearly payment to Zurich,Insurance
Direct debit - Quarterly management fee,Management Service Charge
Online transfer - Business premises rental (Ref: 3945),Rent
Auto debit - NatWest transaction charge - Thank you,Bank Charges
Transaction: Printer ink - Staples (Ref: 3945),Computer Consumables
Invoice paid - Gas bill - British Gas,Light and Heat
Transaction: Business premises rental (Processed),Rent
Online transfer - Insurance premium - Direct Line,Insurance
Payment - Property maintenance service charge,Management Service Charge
Auto debit - Barclays - cash taken - Thank you,Cash withdrawal
Transaction: HSBC ATM withdrawal fee - Thank you,Cash withdrawal
Direct debit - Quarterly management fee (Auto Pay),Management Service Charge
Direct debit - TalkTalk - Landline charges (Ref: 3945),Telephone
Business premises rental - Thank you,Rent
Auto debit - Ebuyer - replacement keyboard,Computer Consumables
Auto debit - Overdraft interest - HSBC (Ref: 3945),Bank Charges
Invoice paid - EDF Energy - Monthly electricity - Thank you,Light and Heat
Transaction: Business insurance - AXA - Thank you,Insurance
Invoice paid - Account audit fee - Thank you,Accountancy
Direct debit - Yearly payment to Zurich,Insurance
Direct debit - Rent for office - 45 High Street (Auto Pay),Rent
Payment - VAT filing service by Accountant Ltd (Processed),Accountancy
Invoice paid - O2 Business - Mobile plan,Telephone
Payment - Ebuyer - replacement keyboard - Thank you,Computer Consumables
Invoice paid - Service invoice - JLL (Ref: 3945),Management Service Charge
Transaction: Monthly service fee - Lloyds (Auto Pay),Bank Charges
Online transfer - HMRC Corp Tax payment Q1,Corp Tax
Online transfer - Ebuyer - replacement keyboard,Computer Consumables
Payment - Monthly lease to Workspace Ltd - Thank you,Rent
Direct debit - O2 Business - Mobile plan (Processed),Telephone
Transaction: VAT filing service by Accountant Ltd (Auto Pay),Accountancy
Online transfer - Barclays - cash taken (Ref: 3945),Cash withdrawal
Auto debit - HMRC Corp Tax payment Q1 (Ref: 3945),Corp Tax
Online transfer - Aviva - Commercial policy,Insurance
Property maintenance service charge - Confirmed,Management Service Charge
Auto debit - Monthly service fee - Lloyds (Ref: 3945),Bank Charges
Bank fee - Barclays (Processed),Bank Charges
Transaction: Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Invoice paid - Business insurance - AXA,Insurance
Online transfer - Monthly lease to Workspace Ltd,Rent
Direct debit - Ebuyer - replacement keyboard - Thank you,Computer Consumables
Online transfer - Quarterly tax instalment to HMRC,Corp Tax
Invoice paid - Barclays - cash taken (Auto Pay),Cash withdrawal
Online transfer - Monthly lease to Workspace Ltd (Processed),Rent
Property maintenance service charge,Management Service Charge
Retainer fee - Law firm,Legal
Online transfer - Smith & Co - Tax services,Accountancy
Transaction: Ebuyer - replacement keyboard,Computer Consumables
Online transfer - PC World - Monitor stand - Thank you,Computer Consumables
Online transfer - USB drives from Amazon (Ref: 3945),Computer Consumables
Invoice paid - EDF Energy - Monthly electricity (Processed),Light and Heat
Online transfer - Bank fee - Barclays - Confirmed,Bank Charges
Auto debit - Printer ink - Staples (Auto Pay),Computer Consumables
Auto debit - Property maintenance service charge (Processed),Management Service Charge
Direct debit - Vodafone - SIM only bill (Auto Pay),Telephone
Electricity top-up - E.ON,Light and Heat
Direct debit - Solicitor consultation (Processed),Legal
Transaction: Ebuyer - replacement keyboard - Confirmed,Computer Consumables
Invoice paid - Barclays - cash taken,Cash withdrawal
Payment - Retainer fee - Law firm (Ref: 3945),Legal
Invoice paid - Account audit fee - Thank you,Accountancy
Payment - Quarterly tax instalment to HMRC (Auto Pay),Corp Tax
Transaction: Aviva - Commercial policy - Confirmed,Insurance
Auto debit - ATM cash withdrawal (Auto Pay),Cash withdrawal
Invoice paid - Bookkeeping invoice - Q2 - Confirmed,Accountancy
HMRC Corp Tax payment Q1 - Confirmed,Corp Tax
Direct debit - HMRC Corp Tax payment Q1 - Confirmed,Corp Tax
Direct debit - Bookkeeping invoice - Q2 (Processed),Accountancy
Invoice paid - Business insurance - AXA (Processed),Insurance
Transaction: Cash machine - £100 withdrawal - Thank you,Cash withdrawal
Auto debit - Corporation Tax - HMRC submission (Processed),Corp Tax
Transaction: Solicitor consultation,Legal
Transaction: Corporation Tax - HMRC submission,Corp Tax
Auto debit - Vodafone - SIM only bill (Ref: 3945),Telephone
Payment - HSBC ATM withdrawal fee (Ref: 3945),Cash withdrawal
Auto debit - Building service charges (Auto Pay),Management Service Charge
Invoice paid - Property maintenance service charge (Processed),Management Service Charge
Auto debit - Business insurance - AXA - Confirmed,Insurance
Direct debit - Aviva - Commercial policy - Confirmed,Insurance
Online transfer - Retainer fee - Law firm (Ref: 3945),Legal
Transaction: Account audit fee,Accountancy
USB drives from Amazon (Processed),Computer Consumables
Aviva - Commercial policy (Processed),Insurance
Invoice paid - Legal advice - Johnson LLP (Auto Pay),Legal
Invoice paid - Insurance premium - Direct Line (Processed),Insurance
Auto debit - VAT filing service by Accountant Ltd (Processed),Accountancy
Auto debit - Overdraft interest - HSBC,Bank Charges
Auto debit - USB drives from Amazon (Ref: 3945),Computer Consumables
Online transfer - Octopus Energy - Utility Bill (Ref: 3945),Light and Heat
Direct debit - VAT filing service by Accountant Ltd (Auto Pay),Accountancy
Direct debit - Yearly payment to Zurich,Insurance
Transaction: EDF Energy - Monthly electricity - Confirmed,Light and Heat
Transaction: Monthly lease to Workspace Ltd,Rent
Transaction: EE Ltd - Fibre broadband - Thank you,Telephone
Auto debit - Insurance premium - Direct Line (Processed),Insurance
Direct debit - Account audit fee,Accountancy
Online transfer - Gas bill - British Gas - Confirmed,Light and Heat
Payment - Legal advice - Johnson LLP (Ref: 3945),Legal
Payment - VAT filing service by Accountant Ltd - Thank you,Accountancy
Transaction: Monthly service fee - Lloyds (Ref: 3945),Bank Charges
Gas bill - British Gas,Light and Heat
Invoice paid - Solicitor consultation (Processed),Legal
Payment - Yearly payment to Zurich (Processed),Insurance
Online transfer - PC World - Monitor stand - Thank you,Computer Consumables
Barclays - cash taken,Cash withdrawal
Direct debit - Ebuyer - replacement keyboard (Processed),Computer Consumables
Auto debit - Business insurance - AXA (Processed),Insurance
Direct debit - Smith & Co - Tax services,Accountancy
Auto debit - Bank fee - Barclays (Auto Pay),Bank Charges
Direct debit - Smith & Co - Tax services,Accountancy
Payment - O2 Business - Mobile plan,Telephone
CT600 Tax return - Thank you,Corp Tax
Online transfer - Barclays - cash taken,Cash withdrawal
Auto debit - Business premises rental (Auto Pay),Rent
Transaction: Quarterly tax instalment to HMRC - Confirmed,Corp Tax
Payment - TalkTalk - Landline charges (Processed),Telephone
Payment - Solicitor consultation (Ref: 3945),Legal
Transaction: Cash machine - £100 withdrawal (Processed),Cash withdrawal
Online transfer - USB drives from Amazon,Computer Consumables
Auto debit - Cash machine - £100 withdrawal,Cash withdrawal
Printer ink - Staples - Thank you,Computer Consumables
Invoice paid - Corporation Tax - HMRC submission (Processed),Corp Tax
Invoice paid - Gas bill - British Gas (Auto Pay),Light and Heat
Direct debit - Account audit fee,Accountancy
Payment - Ebuyer - replacement keyboard - Confirmed,Computer Consumables
Direct debit - TalkTalk - Landline charges (Processed),Telephone
Invoice paid - Retainer fee - Law firm (Auto Pay),Legal
Direct debit - Yearly payment to Zurich (Auto Pay),Insurance
Transaction: Gas bill - British Gas (Processed),Light and Heat
Payment - Business insurance - AXA,Insurance
Online transfer - TalkTalk - Landline charges,Telephone
Direct debit - Retainer fee - Law firm,Legal
Online transfer - Barclays - cash taken (Ref: 3945),Cash withdrawal
Auto debit - Corporation Tax - HMRC submission - Thank you,Corp Tax
Invoice paid - Landlord rent transfer - Thank you,Rent
Online transfer - EDF Energy - Monthly electricity (Processed),Light and Heat
Auto debit - Printer ink - Staples (Processed),Computer Consumables
Auto debit - Company formation - LegalZoom (Ref: 3945),Legal
Payment - Insurance premium - Direct Line - Thank you,Insurance
Direct debit - Legal advice - Johnson LLP (Processed),Legal
Direct debit - Printer ink - Staples - Confirmed,Computer Consumables
Online transfer - TalkTalk - Landline charges - Thank you,Telephone
Payment - Landlord rent transfer,Rent
Auto debit - Legal advice - Johnson LLP - Confirmed,Legal
Auto debit - HMRC Corp Tax payment Q1 (Processed),Corp Tax
Online transfer - Overdraft interest - HSBC (Auto Pay),Bank Charges
Auto debit - Solicitor consultation (Ref: 3945),Legal
Direct debit - Cash machine - £100 withdrawal - Confirmed,Cash withdrawal
Transaction: Cash machine - £100 withdrawal - Thank you,Cash withdrawal
Payment - Printer ink - Staples (Auto Pay),Computer Consumables
Online transfer - Account audit fee (Auto Pay),Accountancy
Company formation - LegalZoom,Legal
Solicitor consultation (Ref: 3945),Legal
Payment - Electricity top-up - E.ON,Light and Heat
Invoice paid - Business premises rental,Rent
Invoice paid - Corporation Tax - HMRC submission (Processed),Corp Tax
Online transfer - ATM cash withdrawal,Cash withdrawal
Direct debit - Business insurance - AXA,Insurance
Payment - HSBC ATM withdrawal fee,Cash withdrawal
Transaction: Insurance premium - Direct Line (Processed),Insurance
Payment - Cash machine - £100 withdrawal (Auto Pay),Cash withdrawal
Invoice paid - Corporation Tax - HMRC submission,Corp Tax
Overdraft interest - HSBC - Confirmed,Bank Charges
Direct debit - Service invoice - JLL (Processed),Management Service Charge
EE Ltd - Fibre broadband - Thank you,Telephone
Invoice paid - Barclays - cash taken,Cash withdrawal
Direct debit - Cash machine - £100 withdrawal (Processed),Cash withdrawal
Invoice paid - Octopus Energy - Utility Bill (Ref: 3945),Light and Heat
Payment - Smith & Co - Tax services - Confirmed,Accountancy
Online transfer - Vodafone - SIM only bill,Telephone
Invoice paid - Octopus Energy - Utility Bill - Confirmed,Light and Heat
Electricity top-up - E.ON (Processed),Light and Heat
Online transfer - Building service charges (Auto Pay),Management Service Charge
Direct debit - EDF Energy - Monthly electricity - Confirmed,Light and Heat
Online transfer - Aviva - Commercial policy,Insurance
Vodafone - SIM only bill (Auto Pay),Telephone
Invoice paid - Monthly service fee - Lloyds - Confirmed,Bank Charges
Online transfer - Property maintenance service charge (Auto Pay),Management Service Charge
Auto debit - HSBC ATM withdrawal fee (Auto Pay),Cash withdrawal
Auto debit - Overdraft interest - HSBC - Confirmed,Bank Charges
CT600 Tax return,Corp Tax
Online transfer - ATM cash withdrawal (Processed),Cash withdrawal
Auto debit - Overdraft interest - HSBC - Confirmed,Bank Charges
Direct debit - Monthly lease to Workspace Ltd (Processed),Rent
Auto debit - Aviva - Commercial policy - Confirmed,Insurance
Auto debit - Ebuyer - replacement keyboard (Ref: 3945),Computer Consumables
Direct debit - Bookkeeping invoice - Q2,Accountancy
Auto debit - NatWest transaction charge - Confirmed,Bank Charges
Payment - Overdraft interest - HSBC,Bank Charges
Payment - Printer ink - Staples (Processed),Computer Consumables
Invoice paid - Yearly payment to Zurich (Auto Pay),Insurance
HSBC ATM withdrawal fee (Auto Pay),Cash withdrawal
Rent for office - 45 High Street (Ref: 3945),Rent
Auto debit - Company formation - LegalZoom - Confirmed,Legal
Payment - Bank fee - Barclays (Processed),Bank Charges
Auto debit - Company formation - LegalZoom - Confirmed,Legal
Transaction: Bank fee - Barclays (Auto Pay),Bank Charges
Online transfer - Gas bill - British Gas - Confirmed,Light and Heat
Invoice paid - Smith & Co - Tax services - Confirmed,Accountancy
Direct debit - Monthly lease to Workspace Ltd (Processed),Rent
Payment - Company formation - LegalZoom - Confirmed,Legal
Invoice paid - Solicitor consultation (Auto Pay),Legal
Invoice paid - Smith & Co - Tax services (Auto Pay),Accountancy
Invoice paid - Barclays - cash taken (Ref: 3945),Cash withdrawal
Payment - Gas bill - British Gas - Confirmed,Light and Heat
Invoice paid - HMRC Corp Tax payment Q1,Corp Tax
Invoice paid - EDF Energy - Monthly electricity,Light and Heat
Direct debit - Legal advice - Johnson LLP,Legal
Transaction: ATM cash withdrawal,Cash withdrawal
Electricity top-up - E.ON - Thank you,Light and Heat
Online transfer - Ebuyer - replacement keyboard - Confirmed,Computer Consumables
Auto debit - O2 Business - Mobile plan - Confirmed,Telephone
Payment - EDF Energy - Monthly electricity (Ref: 3945),Light and Heat
Online transfer - Business premises rental - Thank you,Rent
Transaction: Account audit fee - Confirmed,Accountancy
Payment - Barclays - cash taken - Confirmed,Cash withdrawal
Auto debit - Quarterly tax instalment to HMRC (Processed),Corp Tax
Transaction: EDF Energy - Monthly electricity (Processed),Light and Heat
Transaction: Monthly service fee - Lloyds,Bank Charges
Printer ink - Staples (Ref: 3945),Computer Consumables
Invoice paid - Barclays - cash taken,Cash withdrawal
Transaction: USB drives from Amazon - Thank you,Computer Consumables
Direct debit - Property maintenance service charge,Management Service Charge
Direct debit - Quarterly tax instalment to HMRC (Ref: 3945),Corp Tax
Auto debit - Monthly lease to Workspace Ltd,Rent
Direct debit - Octopus Energy - Utility Bill - Confirmed,Light and Heat
Online transfer - O2 Business - Mobile plan (Auto Pay),Telephone
Auto debit - Building service charges (Ref: 3945),Management Service Charge
Direct debit - Bank fee - Barclays (Ref: 3945),Bank Charges
Transaction: Quarterly management fee,Management Service Charge
Auto debit - Landlord rent transfer (Ref: 3945),Rent
Payment - Printer ink - Staples,Computer Consumables
Monthly lease to Workspace Ltd - Thank you,Rent
Online transfer - NatWest transaction charge (Ref: 3945),Bank Charges
Transaction: Legal advice - Johnson LLP (Ref: 3945),Legal
