Description,Category
Somsaa Restaurant,Other Expenses
Lahore Kebab House,Other Expenses
American Candy Shop,Other Expenses
Sacred Cafe,Other Expenses
Master Bao,Other Expenses
PARADISE LONDON,Other Expenses
The Dorset Dairy,Other Expenses
Electric House,Other Expenses
Scott's,Other Expenses
Pizzeria Da Mario,Other Expenses
Brunch Corner,Other Expenses
Fernando Monzo Ramón,Other Expenses
The Arsenal Football Club,Other Expenses
Chess & Bridge Limited,Other Expenses
JB Lainchbury,Other Expenses
Lartisan Du Chocolat,Other Expenses
Al Hayat Pimlico,Other Expenses
Flowerbx,Other Expenses
Brasserie Zedel London,Other Expenses
Brawn,Other Expenses
Fresh Fitness Food,Other Expenses
Apla Souvlaki,Other Expenses
Atecha Brighton,Other Expenses
Streamline Brighton,Other Expenses
The Clove Club,Other Expenses
Oscar Bar and Restaurant,Other Expenses
ITSU,Other Expenses
St. Pancras Renaissance Hotel London,Other Expenses
Pressed Juicery,Other Expenses
Walgreens,Other Expenses
Shutters on the Beach,Other Expenses
Wild Country Organics,Other Expenses
The Almeida Bar,Other Expenses
Selfridges,Other Expenses
Jeroboams,Other Expenses
Laithwaites,Other Expenses
Greek Street,Other Expenses
The Creel,Other Expenses
Portland,Other Expenses
Fallow,Other Expenses
SK Sweets,Other Expenses
Lavershot Barns Farm,Other Expenses
Roadchef Motorways,Other Expenses
Saltpig Curing Company,Other Expenses
Spring Food Limited,Other Expenses
Xian Impression,Other Expenses
Hungry Cunning,Other Expenses
Quo Vadis,Other Expenses
Pumpkin Tonbridge,Other Expenses
3c Payment,Other Expenses
Dark Habit Ltd,Other Expenses
London Screen Academy,Other Expenses
East One Coffee,Other Expenses
The Beaumont Hotel,Other Expenses
Murano Restaurant,Other Expenses
Sachi Park Street,Other Expenses
EGP,Other Expenses
Kol Restaurants,Other Expenses
Eat Tokyo,Other Expenses
Kona Coffee Roasters,Other Expenses
Gold,Other Expenses
The Standard London,Other Expenses
Lina Stores,Other Expenses
Kazu London,Other Expenses
Good Life Eatery,Other Expenses
The Garratt & Gauge,Other Expenses
LE CHATEAUBRIAND,Other Expenses
Kanada-Ya,Other Expenses
The Ledbury,Other Expenses
Christian Weger & Co,Other Expenses
BAITA LA MARMOTTA,Other Expenses
Taste of Tuscany,Other Expenses
St John Marylebone,Other Expenses
Waldorf Astoria,Other Expenses
Remedy Place,Other Expenses
J Sheekey,Other Expenses
Chisou,Other Expenses
The Arts Club,Other Expenses
Embankment,Other Expenses
Sneaker Science,Other Expenses
Ayash Ltd,Other Expenses
Zuma,Other Expenses
Dolphin News,Other Expenses
LS London Regent Street,Other Expenses
ETSU,Other Expenses
Kiyomi,Other Expenses
Pastis,Other Expenses
Queen's Arms,Other Expenses
The Ship and Shovell,Other Expenses
Crosby Street Hotel,Other Expenses
Clarette,Other Expenses
212 Catering,Other Expenses
Bar 21 Ltd,Other Expenses
Dishoom,Other Expenses
Quality Bistro,Other Expenses
Rodney Scotts BBQ,Other Expenses
Ham Yard and Restaurant,Other Expenses
The Berkeley,Other Expenses
Santa Maria Novella,Other Expenses
Sophie Crystal,Other Expenses
L Terroni,Other Expenses
Jailson Das Candeias,Other Expenses
Omakase Shibuyaku,Other Expenses
Ginza Sato Yosuke,Other Expenses
Over the Counter,Other Expenses
Tresco,Other Expenses
Cinquecento,Other Expenses
Rakutenpay Barnakagawa,Other Expenses
Rakutenpay Asakurachoso,Other Expenses
Arcade Food Hall,Other Expenses
Double Seven,Other Expenses
The Ninth,Other Expenses
ARTIST RESIDENCE,Other Expenses
Trinity,Other Expenses
Joe & The Juice,Other Expenses
Dorian Restaurant,Other Expenses
Honi Poke,Other Expenses
Browns Hotel,Other Expenses
Porters Dulwich London,Other Expenses
Fresh & Wild,Other Expenses
Strakers,Other Expenses
Pitch Soho,Other Expenses
Pantechnicon London,Other Expenses
Truffle Bateman,Other Expenses
Scarlett Green,Other Expenses
Tintico,Other Expenses
Rifat,Other Expenses
Mortimer Opco,Other Expenses
The Crusting Pipe,Other Expenses
Bloomsbury Squar,Other Expenses
Emirate London,Other Expenses
Waterstone's,Other Expenses
Crusting Pipe,Other Expenses
Wild & Green Kitchen,Other Expenses
B Bagel London,Other Expenses
Ivy Brasserie Soho,Other Expenses
Townhouse 22,Other Expenses
Hache Burger Connoisseu,Other Expenses
Arsenal Direct,Other Expenses
Da Marusco E Maria Pienza,Other Expenses
Teron Coffee Air Tokyo,Other Expenses
ATMOS Ginza,Other Expenses
Seirinkan mu hei qu,Other Expenses
310 Portobello London,Other Expenses
RWRD LTD LONDON,Other Expenses
The Delaunay Restaurant,Other Expenses
Cinema,Other Expenses
National Theatre,Other Expenses
SHOREDITCH HO,Other Expenses
Chez Restaurant,Other Expenses
Le Deli Rebuchon Chelse,Other Expenses
The Bountiful Cow,Other Expenses
Maroush Beauchamp Place,Other Expenses
Delaware North,Other Expenses
Bao london,Other Expenses
THE ROASTING PARTY LIMI London,Other Expenses
BFI Southbank,Other Expenses
Grancer & Co,Other Expenses
Pizza Express,Other Expenses
ZUMA London 16256776002 London,Other Expenses
Shepperton Connect,Other Expenses
WILL TO WIN LONDON,Other Expenses
JUMA JUBILEE LI LONDON,Other Expenses
Koya Soho,Other Expenses
The Gordon Enterprises,Other Expenses
Hare and Hounds,Other Expenses
Roasting Plant Coffee,Other Expenses
Itadakizen,Other Expenses
Notes Coffee Kings,Other Expenses
Kreation Organic Juicer,Other Expenses
Rosie Restaurant,Other Expenses
Doughnut time,Other Expenses
Pure London,Other Expenses
Red Pitch Tickets,Other Expenses
Sabor London,Other Expenses
The IVY Market,Other Expenses
Jeremy King Restaurant,Other Expenses
Pentolina,Other Expenses
The SeaThe Sea,Other Expenses
London Cheesemongers,Other Expenses
ICA Bar,Other Expenses
Tom Tom Ltd,Other Expenses
The Y,Other Expenses
Panzers,Other Expenses
Blakes of Belgravia London,Other Expenses
Cafe Boheme,Other Expenses
Soderberg,Other Expenses
Food4Love,Other Expenses
PORTA AL CASSERO MONTALCINO,Other Expenses
Bar Termini,Other Expenses
Le Clarence Paris,Other Expenses
Sakurado London,Other Expenses
Honey And Co,Other Expenses
GJusta Venice,Other Expenses
Bibis Golden,Other Expenses
LS The Pelican Pub,Other Expenses
Press Coffee,Other Expenses
Cabie,Other Expenses
Gail's Southed Green,Other Expenses
Noble Rot,Other Expenses
Ilsolabella Restaurant,Other Expenses
INKO NITO 55 BROADWICK,Other Expenses
Broadwick Street,Other Expenses
DAROCO SOHO LONDON,Other Expenses
Tozi Restaurant,Other Expenses
GRUB LIMITED LONDON,Other Expenses
LOCANDA LOCATELLI LONDON,Other Expenses
RESTAURANT TIM RAUE BERLIN,Other Expenses
RESTAURANT NOBELHART UN BERLIN,Other Expenses
LISBOETA LONDON,Other Expenses
PANZERS DELICATESSEN,Other Expenses
Thomas Friedman,Other Expenses
THE LANGLEY IVER,Other Expenses
Corrochio's Dalston,Other Expenses
ANDRE ROSTANT LONDON,Other Expenses
HANEDA AIRPORT TERMINAL,Other Expenses
THE NINTH LONDON,Other Expenses
JOLENE NEWINGTON GREEN,Other Expenses
The Seven Stars,Other Expenses
The Seven Stars London,Other Expenses
THE BAGUETTE FU LONDON,Other Expenses
8EA36 ULTRA BO,Other Expenses
CHELSEA CREPERIE LONDON,Other Expenses
GARRICK THEATRE,Other Expenses
LONDON THE CLUB AT THE IVY,Other Expenses
LONDON SHRINE TO THE VINE,Other Expenses
SHOWCASE CINEMAS,Other Expenses
Gotschna Klosters,Other Expenses
The Alberts Deli Richmond,Other Expenses
SP RACHEL VOSPER LONDON,Other Expenses
195 Piccadilly London,Other Expenses
Refuel Bar and Restaurat,Other Expenses
OYESO,Other Expenses
Lina Stores Kings Cross,Other Expenses
COLBERT RESTAURANT,Other Expenses
SUSHISUMI,Other Expenses
DUDLEY'S,Other Expenses
NOW LONDON,Other Expenses
WAITROSE LONDON,Other Expenses
Supermarket of Dreams,Other Expenses
Zizzi Central St Giles LONDON,Other Expenses
The Rajdoot London,Other Expenses
FABRIQUE FITZROVIA,Other Expenses
RICHIE_S,Other Expenses
Leon,Other Expenses
CAFEXPRESS SHOP,Other Expenses
HOPE AND MAIN DOWNT,Other Expenses
BOS HUDSON,Other Expenses
Welcome Break,Other Expenses
Sally Clarke,Other Expenses
Harry's Bar London,Other Expenses
SP RIVER CAFE SHOP,Other Expenses
CFC Tickets,Other Expenses
Waterhouse Of Kensington,Other Expenses
Mortimers Cafe,Other Expenses
Chiltern Street Hotel,Other Expenses
Taco Bell,Other Expenses
Philip Milstein,Other Expenses
Clarkes Restaurant,Other Expenses
Bleecker St. Burger,Other Expenses
The Gelateria,Other Expenses
Koyas Bar,Other Expenses
Upper Crust,Other Expenses
Nandos,Other Expenses
Gelato London,Other Expenses
Brasseria London,Other Expenses
Granger & Co,Other Expenses
John Restaurant,Other Expenses
The Wolseley London,Other Expenses
Southbank Centre,Other Expenses
The Savoy Hotel,Other Expenses
La Fromagerie Ltd,Other Expenses
Lurra London,Other Expenses
Gails,Other Expenses
34 Mayfair London,Other Expenses
Royal China Club Restaurant,Other Expenses
Flesh and Buns London,Other Expenses
Corbin & King Restaurant Group Ltd,Other Expenses
Spotify UK London,Other Expenses
M&S,Other Expenses
25 Albemarle Limited,Other Expenses
Wolseley Restaurant,Other Expenses
Nobu Restaurant,Other Expenses
Ole and Steen,Other Expenses
Moro London,Other Expenses
MIMI MEI FAIR,Other Expenses
Notting Hill Fish,Other Expenses
C London,Other Expenses
The Grand Portobello,Other Expenses
Wiltons,Other Expenses
Mandarin Oriental,Other Expenses
Mubi London,Other Expenses
Din Tai Fung,Other Expenses
Spring London,Other Expenses
Casa Cruz,Other Expenses
Akira Restaurant,Other Expenses
Harrys Bar Ltd,Other Expenses
Bell Hotel,Other Expenses
Chisou London,Other Expenses
Byron Burger,Other Expenses
National Galleries of Edinburgh,Other Expenses
Six Portland Road,Other Expenses
Chez Mumtaj,Other Expenses
Panzer Delicatessen,Other Expenses
Claridge's,Other Expenses
Ham Yard,Other Expenses
Langans Brasserie,Other Expenses
Black Bear Burger,Other Expenses
Mells Inn Ltd,Other Expenses
Estorick Collection,Other Expenses
A Wong Limited,Other Expenses
Wasabi London,Other Expenses
Theatre Royal Bath,Other Expenses
Ubakendol,Other Expenses
Peponi Hotel,Other Expenses
Miznon restaurant,Other Expenses
L'enclume,Other Expenses
Mount Street Restaurant,Other Expenses
The Beverly Hills Hotel,Other Expenses
Naama London,Other Expenses
Honest Burger,Other Expenses
Abroad Expenses,Other Expenses
Sushi Park Corporation,Other Expenses
Shinnecock Hills Golf,Other Expenses
Maison Estelle,Other Expenses
EL&N Heathrow,Other Expenses
Akub Restaurant,Other Expenses
Edinburgh University,Other Expenses
The Balmoral Hotel,Other Expenses
The Scran and Scallie,Other Expenses
Orlebar Brown London,Other Expenses
The Trave London,Other Expenses
Love & brudenell,Other Expenses
Poke House,Other Expenses
THE GATE LONDON,Other Expenses
Suzi Tros London,Other Expenses
Huo London,Other Expenses
Caviar Kaspia London,Other Expenses
TASTES ON THE FLY,Other Expenses
Creme,Other Expenses
Maison Puget,Other Expenses
Ottolenghi Islington,Other Expenses
Jusu Brothers,Other Expenses
SQ Ica Bar,Other Expenses
Daylesford Organic,Other Expenses
310 Portobello Rd,Other Expenses
Ticketmaster,Other Expenses
Duke of York's Theatre,Other Expenses
Picto - Grands Boulevards,Other Expenses
L'Affable,Other Expenses
First Class Cafe,Other Expenses
The Palomar London,Other Expenses
NYA*Tesco,Other Expenses
GAIL's Bakery Askew Road,Other Expenses
Gail's Bakery,Other Expenses
Picturehouse Central,Other Expenses
Supper.London,Other Expenses
Saltine Londn,Other Expenses
Winter Restaurant,Other Expenses
Ginger Pig Buckinghamshi,Other Expenses
Aragawa London,Other Expenses
GAIL's Bakery Chiswick,Other Expenses
Birley Bakery,Other Expenses
Shake Shack,Other Expenses
Uber Eats,Other Expenses
Croissant Consorti,Other Expenses
Sarabeth's,Other Expenses
Whoop Boston,Other Expenses
Labour and Wait,Other Expenses
5 Hertford Street Club,Other Expenses
Costa,Other Expenses
Roji,Other Expenses
Bayley Marylebone,Other Expenses
Richmond HC Chiswick,Other Expenses
STECCA (LONDON,Other Expenses
CUT BAR AND RESTAURANT (LONDON),Other Expenses
Natoora Ltd (London),Other Expenses
CLARKES RESTAURANT (LONDON),Other Expenses
Pecan Square Cafe,Other Expenses
Courthouse Hotel Soho (London),Other Expenses
Royal Albert Hall (London),Other Expenses
DUMBARNIE - RESTAURAN (LEVEN),Other Expenses
Hachi Bakery (London),Other Expenses
Acai Ver?u (London),Other Expenses
KINGSBARNS GOLF LINKS,Other Expenses
Soho House Electric F,Other Expenses
The Thief (Oslo),Other Expenses
BRASSERIA NOTTING,Other Expenses
CO-OPERATIVE,Other Expenses
How Matcha,Other Expenses
England Hockey,Other Expenses
BACON (ANTIBES),Other Expenses
Sc Le Caruso,Other Expenses
Ten Hill Place,Other Expenses
Andrew Mullen,Other Expenses
Coffee Shop,Other Expenses
Feggaros,Other Expenses
DAPHNE',Other Expenses
Venetis AE,Other Expenses
AZN LAX Cafe,Other Expenses
Lax Relay,Other Expenses
LIGHTHOUSECLUB,Other Expenses
KENSINGTON RG LTD,Other Expenses
MAXICOFFEE SUD,Other Expenses
L'OCRIER,Other Expenses
NIMAX THEATRES LIMITED (LONDON),Other Expenses
Fortnum Mason (London),Other Expenses
RedFarm (London),Other Expenses
La fromagerie maryleb (London),Other Expenses
SLIEVE DONARD RESORT A,Other Expenses
UCD SCRUBS CAFE,Other Expenses
DAVIS CREAMERY,Other Expenses
NOTTING HILL FISH AND,Other Expenses
ROYAL COURT BAR & KITC,Other Expenses
BLAIRS SILVERLAKE,Other Expenses
Honest Limited,Other Expenses
STARBUCK,Other Expenses
HAVSALT,Other Expenses
FOUR SEASON THE BLVD,Other Expenses
MATSUHISA CORPORATION,Other Expenses
The Lighthouse Club,Other Expenses
STARBUCKS STORE,Other Expenses
PIZZA,Other Expenses
91 ON BREE (CAPE TOWN),Other Expenses
REDEMPTION BURGERS (Cape Town),Other Expenses
ZEITZ MOCAA (CAPE TOWN),Other Expenses
Yoco *Sweet Dreams (Cape Town),Other Expenses
RIP CURL CAPETOWN (CAPE TOWN),Other Expenses
Superga Canalwalk (Cape Town),Other Expenses
Busters (London),Other Expenses
J SHEEKEY - COVENT GAR (LONDON),Other Expenses
Maison Francois,Other Expenses
LIDGATE BUTCHERS (London),Other Expenses
Lord Pesto (Cambridge),Other Expenses
Mayha,Other Expenses
THE ROYAL PARKS,Other Expenses
Pleo transaction,Other Expenses
HMRC,Other financial costs
LS GRILL & GEAR,Other Expenses
towcester motoring,Other Expenses
CHERWELL VALLE,Other Expenses
WOODHATCH SERVICE STATI REIGATE,Other Expenses
Shell,Other Expenses
esso,Other Expenses
LEITH HILL SERVICE,Other Expenses
BRACKLEYS SERVICE STAT,Other Expenses
BAYNARDS GREEN Bicester,Other Expenses
BP,Other Expenses
SHELL SERVICE,Other Expenses
A Class Corporate Travel UK Ltd,"Cost of services provided, including wages"
De Pinna,"Cost of services provided, including wages"
Working Title Films Ltd,"Cost of services provided, including wages"
Working Title Film,"Cost of services provided, including wages"
Enjoy Benefits Ltd,"Cost of services provided, including wages"
